dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-06-01,12,2,4,0,4,2,0,0,4,0,3,0,3
2015-07-01,12,2,5,0,5,2,0,0,7,21,4,5,0
2015-08-01,10,2,4,0,4,2,0,1,9,27,15,5,2
2015-09-01,16,1,8,0,8,1,0,1,26,96,18,4,1
2015-10-01,2,1,1,0,1,1,0,0,7,8,15,5,0
2015-11-01,9,2,4,0,4,2,0,0,6,17,20,10,2
2015-12-01,2,2,1,0,1,1,0,1,2,11,10,6,0
2016-01-01,4,1,2,0,2,1,0,0,2,0,13,13,4
2016-02-01,8,2,4,0,4,2,2,1,5,8,28,5,0
2016-03-01,10,1,5,0,5,1,2,5,23,105,45,11,1
2016-04-01,2,1,2,1,1,1,2,6,6,18,65,15,1
2016-05-01,8,2,4,0,4,2,4,17,11,30,51,21,1
2016-06-01,2,2,1,0,1,1,2,5,3,21,38,21,1
2016-07-01,6,2,2,0,2,1,4,3,3,11,57,23,1
2016-08-01,6,2,2,0,2,1,4,6,10,28,51,21,0
2016-09-01,12,2,7,0,6,2,8,10,9,27,35,14,0
2016-10-01,2,1,2,0,1,1,0,5,3,7,39,11,0
2016-11-01,2,1,1,0,1,1,0,7,1,7,54,16,1
2016-12-01,2,2,1,0,1,1,2,10,1,11,38,15,0
2017-01-01,0,0,0,0,0,0,0,1,0,2,14,12,0
2017-02-01,0,0,0,0,0,0,0,3,0,7,33,12,0
2017-03-01,2,2,1,0,1,1,2,5,1,10,35,16,0
2017-04-01,0,0,0,0,0,0,0,1,0,1,25,9,0
2017-05-01,2,2,1,0,1,1,2,4,1,18,33,3,0
2017-06-01,4,2,2,0,2,1,4,5,4,11,69,16,0
2017-07-01,0,0,0,0,0,0,0,2,3,11,41,8,1
2017-08-01,4,2,3,1,2,1,0,1,5,4,20,4,0
2017-09-01,2,2,1,1,1,1,0,3,3,5,18,6,0
2017-10-01,2,1,1,0,1,1,2,2,2,6,9,5,0
2017-11-01,0,0,0,0,0,0,0,3,0,3,23,7,0
2017-12-01,4,3,2,0,2,1,2,5,3,7,19,8,0
2018-01-01,7,2,3,1,3,1,4,2,6,5,18,8,1
2018-02-01,0,0,0,0,0,0,0,2,0,0,12,3,0
2018-03-01,0,0,0,0,0,0,0,1,0,0,15,4,0
2018-04-01,0,0,0,0,0,0,0,1,0,0,15,6,0
2018-05-01,0,0,0,0,0,0,0,2,0,2,17,6,0
2018-06-01,0,0,0,0,0,0,0,0,0,0,16,3,0
2018-07-01,2,1,1,0,1,1,2,2,2,1,8,3,0
2018-08-01,0,0,0,0,0,0,0,4,1,0,10,5,0
2018-09-01,0,0,0,0,0,0,0,0,0,0,13,4,0
2018-10-01,0,0,0,0,0,0,0,1,1,1,13,3,0
2018-11-01,2,2,1,0,1,1,0,0,1,0,14,1,0
2018-12-01,0,0,0,0,0,0,0,0,1,0,14,0,0
2019-01-01,0,0,0,0,0,0,0,3,1,0,15,1,0
2019-02-01,0,0,0,0,0,0,0,0,0,0,9,2,0
2019-03-01,0,0,0,0,0,0,0,0,1,0,12,1,0
2019-04-01,0,0,0,0,0,0,0,0,0,0,8,1,0
2019-05-01,0,0,0,0,0,0,0,0,0,0,9,6,0
2019-06-01,0,0,0,0,0,0,0,0,0,0,8,1,0
2019-07-01,0,0,0,0,0,0,0,0,0,0,8,2,0
2019-08-01,0,0,0,0,0,0,0,0,0,0,12,2,0
2019-09-01,0,0,0,0,0,0,0,0,0,0,8,3,0
2019-10-01,0,0,0,0,0,0,0,0,0,0,6,4,0
2019-11-01,0,0,0,0,0,0,0,2,0,0,7,1,0
2019-12-01,0,0,0,0,0,0,0,2,0,1,2,2,0
2020-01-01,0,0,0,0,0,0,0,0,0,0,6,2,0
2020-02-01,2,1,1,0,1,1,0,3,1,0,34,23,0
