dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-06-01,21,2,0,0,0,0,0,0,7,4,0,0,2
2015-07-01,130,6,0,0,0,0,0,0,58,68,0,0,0
2015-08-01,24,3,0,0,0,0,0,0,2,2,0,0,4
2015-09-01,7,2,0,0,0,0,0,0,1,0,0,0,2
2015-10-01,8,3,0,0,0,0,0,0,2,2,0,0,2
2015-11-01,127,8,0,0,0,0,0,0,13,18,0,0,1
2015-12-01,157,10,0,0,0,0,0,1,19,29,62,12,2
2016-01-01,151,8,0,0,0,0,0,0,19,31,91,20,0
2016-02-01,128,12,0,0,0,0,0,3,29,162,70,10,1
2016-03-01,184,14,0,0,0,0,0,3,36,65,45,9,1
2016-04-01,142,11,0,0,0,0,0,2,39,136,20,8,1
2016-05-01,113,12,1,0,1,1,2,2,66,181,24,9,2
2016-06-01,145,10,3,1,2,2,24,1,101,256,32,9,3
2016-07-01,101,10,0,0,0,0,0,1,97,293,20,8,0
2016-08-01,113,10,0,0,0,0,0,1,101,352,19,8,1
2016-09-01,101,9,0,0,0,0,0,4,98,239,14,6,0
2016-10-01,91,9,0,0,0,0,0,2,86,193,30,4,2
2016-11-01,86,9,0,0,0,0,0,1,85,179,19,8,0
2016-12-01,144,10,0,0,0,0,0,2,146,290,21,9,0
2017-01-01,143,14,0,0,0,0,0,3,148,321,17,7,0
2017-02-01,109,9,0,0,0,0,0,1,110,191,26,2,0
2017-03-01,134,9,2,1,1,1,0,3,147,247,24,9,0
2017-04-01,87,13,5,1,3,2,22,2,105,286,57,12,1
2017-05-01,77,9,1,1,1,1,6,5,112,254,36,8,0
2017-06-01,82,9,3,0,3,1,12,4,101,228,36,5,0
2017-07-01,72,12,0,0,0,0,0,11,83,182,28,5,1
2017-08-01,73,12,0,0,0,0,0,6,87,152,29,10,0
2017-09-01,65,11,0,0,0,0,0,10,70,125,27,5,2
2017-10-01,49,8,1,0,1,1,0,4,58,83,40,7,0
2017-11-01,73,10,1,0,1,1,12,1,76,46,37,11,1
2017-12-01,63,9,0,0,0,0,0,15,74,182,35,7,1
2018-01-01,37,10,1,0,0,0,3,5,43,53,39,13,0
2018-02-01,42,8,4,2,3,1,13,9,57,90,44,13,0
2018-03-01,77,16,0,0,0,0,0,7,90,160,45,10,1
2018-04-01,53,10,1,0,1,1,4,10,97,96,66,17,0
2018-05-01,46,12,0,0,0,0,0,4,111,111,46,17,0
2018-06-01,26,13,0,0,0,0,0,9,134,118,46,7,0
2018-07-01,29,11,0,0,0,0,0,11,136,184,38,22,0
2018-08-01,24,11,0,0,0,0,0,17,202,306,52,13,1
2018-09-01,20,5,0,0,0,0,0,7,110,163,56,7,0
2018-10-01,20,7,0,0,0,0,0,0,80,61,39,9,0
2018-11-01,26,9,0,0,0,0,0,11,140,170,62,12,0
2018-12-01,23,8,0,0,0,0,0,5,131,155,33,11,0
2019-01-01,32,10,0,0,0,0,0,6,150,174,59,12,1
2019-02-01,12,9,0,0,0,0,0,9,83,79,41,9,0
2019-03-01,34,10,1,0,1,1,8,11,213,551,49,12,0
2019-04-01,30,7,1,0,1,1,4,15,177,245,60,8,0
2019-05-01,30,9,0,0,0,0,0,16,217,333,63,11,1
2019-06-01,27,9,0,0,0,0,0,6,144,461,30,10,0
2019-07-01,11,4,0,0,0,0,0,6,136,402,49,12,0
2019-08-01,27,9,0,0,0,0,0,2,104,364,44,10,0
2019-09-01,24,13,0,0,0,0,0,7,108,353,45,13,0
2019-10-01,15,7,0,0,0,0,0,6,90,276,39,14,0
2019-11-01,10,7,0,0,0,0,0,4,77,251,56,9,0
2019-12-01,8,6,0,0,0,0,0,9,87,260,31,10,0
2020-01-01,27,9,0,0,0,0,0,8,100,369,48,11,0
2020-02-01,15,10,0,0,0,0,0,6,76,331,49,13,0
2020-03-01,21,8,0,0,0,0,0,12,119,398,46,19,0
2020-04-01,11,6,0,0,0,0,0,5,137,476,40,11,0
