dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-02-01,2,2,2,1,0,0,0,0,1,0,0,0,0
2016-03-01,1,1,0,0,1,1,0,0,1,0,0,0,1
2016-04-01,9,2,0,0,0,0,0,0,2,13,4,1,1
2016-05-01,11,3,4,0,4,2,4,0,8,8,2,2,1
2016-06-01,34,2,1,0,1,1,2,0,1,1,5,1,1
2016-07-01,59,4,9,0,9,1,6,0,16,21,9,2,2
2016-08-01,35,4,8,2,6,1,12,1,10,29,9,2,1
2016-09-01,36,2,9,1,8,1,4,0,22,57,27,8,1
2016-10-01,14,4,4,1,1,1,6,0,12,25,8,7,1
2016-11-01,33,3,1,0,2,1,6,0,7,9,7,4,3
2016-12-01,41,4,12,1,12,1,14,0,21,38,9,4,2
2017-01-01,53,2,16,2,14,1,2,0,25,30,8,2,3
2017-02-01,33,3,9,0,8,2,0,0,9,1,8,3,2
2017-03-01,10,3,3,0,3,2,7,0,5,9,12,3,1
2017-04-01,8,1,1,1,0,0,3,0,5,12,9,3,0
2017-05-01,48,2,5,2,3,1,8,0,17,29,8,8,1
2017-06-01,51,3,3,0,3,2,0,0,7,12,12,11,2
2017-07-01,45,4,10,0,10,1,6,0,26,67,7,6,2
2017-08-01,69,4,8,1,5,2,13,0,11,17,9,4,2
2017-09-01,44,4,11,3,10,3,22,0,34,64,11,3,3
2017-10-01,44,3,6,0,7,3,5,0,19,43,10,8,0
2017-11-01,38,3,6,0,4,2,8,0,7,2,11,7,2
2017-12-01,24,3,4,0,6,2,8,0,14,22,5,1,1
2018-01-01,26,1,9,0,7,1,4,0,30,67,6,6,2
2018-02-01,19,3,13,2,13,2,12,2,35,121,18,10,0
2018-03-01,34,4,9,0,9,3,0,0,37,58,19,9,2
2018-04-01,1,1,0,0,0,0,0,1,15,60,29,8,2
2018-05-01,10,3,8,2,5,2,19,0,32,78,20,15,0
2018-06-01,6,2,7,4,4,1,9,0,30,66,12,13,2
2018-07-01,6,2,6,0,5,2,2,2,17,27,23,8,1
2018-08-01,6,4,3,0,2,2,2,1,8,16,21,13,0
2018-09-01,10,3,4,1,5,2,8,0,14,20,24,15,3
2018-10-01,13,5,7,0,7,3,8,4,39,104,19,8,1
2018-11-01,5,4,5,0,3,2,7,3,11,24,24,20,2
2018-12-01,2,1,4,2,2,1,8,1,19,40,16,13,0
2019-01-01,3,3,1,0,3,1,1,1,17,40,27,14,0
2019-02-01,12,6,8,0,8,3,4,2,33,77,14,14,0
2019-03-01,6,4,4,0,3,2,9,2,18,68,29,19,1
2019-04-01,11,2,8,1,7,2,9,1,21,27,21,20,0
2019-05-01,8,1,5,0,4,1,1,3,25,50,26,14,0
2019-06-01,6,2,3,0,3,1,2,0,8,16,26,11,0
2019-07-01,4,2,4,1,3,1,4,0,14,45,32,23,0
2019-08-01,1,1,2,1,1,1,8,1,16,58,19,14,0
2019-09-01,7,2,8,1,4,2,4,2,28,64,26,17,2
2019-10-01,14,4,10,3,11,2,10,5,34,69,23,18,0
2019-11-01,17,6,17,3,11,2,15,1,27,33,23,11,1
2019-12-01,7,2,5,2,5,2,3,5,8,10,20,10,0
2020-01-01,19,7,9,0,11,2,17,2,24,88,19,14,0
2020-02-01,7,3,6,0,6,1,4,2,12,19,21,14,0
2020-03-01,17,2,16,1,12,2,18,6,31,54,30,17,1
2020-04-01,7,1,5,0,6,2,14,2,10,31,20,13,0
