dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-03-01,21,4,2,0,2,1,0,0,2,0,44,2,0
2015-04-01,6,1,2,2,0,0,2,0,7,17,15,7,1
2015-05-01,8,3,1,0,1,1,4,0,4,10,9,3,1
2015-06-01,6,4,3,1,2,1,0,0,10,17,22,3,0
2015-07-01,25,4,6,1,5,1,4,0,6,2,8,4,1
2015-08-01,7,4,3,0,3,1,0,0,10,20,23,11,1
2015-09-01,5,2,2,0,2,1,10,0,3,8,9,3,1
2015-10-01,4,3,1,0,1,1,0,0,8,14,22,5,3
2015-11-01,5,4,2,0,2,1,2,0,5,8,16,8,0
2015-12-01,9,5,4,0,3,1,2,0,23,61,27,9,0
2016-01-01,0,0,0,0,0,0,0,0,2,4,31,15,1
2016-02-01,23,4,3,1,3,1,0,0,25,50,29,7,1
2016-03-01,12,4,4,0,4,1,2,0,16,31,25,9,1
2016-04-01,22,5,7,2,5,1,8,0,15,69,34,11,2
2016-05-01,1,1,1,0,1,1,0,0,4,17,34,8,1
2016-06-01,3,3,4,1,2,1,8,0,10,24,36,9,1
2016-07-01,7,2,3,3,0,0,8,1,14,74,32,13,3
2016-08-01,6,3,5,2,4,1,0,0,13,29,41,15,1
2016-09-01,2,1,0,0,0,0,0,0,7,16,36,16,3
2016-10-01,3,1,1,1,0,0,4,0,9,32,29,18,1
2016-11-01,2,1,0,0,0,0,0,0,12,36,41,17,0
2016-12-01,1,1,3,1,1,1,5,0,9,16,35,20,1
2017-01-01,1,1,0,0,0,0,0,0,13,39,33,12,0
2017-02-01,0,0,0,0,0,0,0,0,2,3,42,18,1
2017-03-01,3,1,0,0,0,0,0,0,3,13,47,16,1
2017-04-01,1,1,0,0,0,0,0,0,8,35,46,10,1
2017-05-01,0,0,0,0,0,0,0,0,3,8,34,9,1
2017-06-01,5,3,1,0,1,1,0,0,6,9,27,9,0
2017-07-01,2,2,1,0,1,1,0,0,6,12,30,11,0
2017-08-01,3,3,2,0,2,1,2,0,7,10,40,19,1
2017-09-01,0,0,0,0,0,0,0,0,0,0,37,14,0
2017-10-01,1,1,2,1,1,1,2,0,4,5,42,13,0
2017-11-01,1,1,1,1,0,0,0,0,8,19,39,17,0
2017-12-01,0,0,0,0,0,0,0,0,5,39,45,13,0
2018-01-01,1,1,1,0,1,1,0,0,8,12,55,15,0
2018-02-01,0,0,0,0,0,0,0,0,1,2,37,11,2
2018-03-01,1,1,1,0,0,0,2,0,1,11,44,19,0
2018-04-01,2,1,2,0,2,1,8,0,4,7,39,13,1
2018-05-01,1,1,1,0,1,1,2,0,4,12,43,13,0
2018-06-01,0,0,0,0,0,0,0,0,22,71,40,10,0
2018-07-01,1,1,0,0,0,0,0,0,0,0,32,8,1
2018-08-01,0,0,0,0,0,0,0,0,0,0,37,13,0
2018-09-01,0,0,0,0,0,0,0,0,1,0,20,7,0
2018-10-01,16,1,0,2,0,0,3,0,11,37,34,10,1
2018-11-01,15,2,1,0,1,1,0,1,21,57,291,19,0
2018-12-01,7,2,3,2,1,1,8,0,16,50,82,15,0
2019-01-01,8,4,4,0,4,1,8,0,15,71,94,15,0
2019-02-01,4,2,2,1,1,1,2,0,22,49,67,16,0
2019-03-01,6,5,5,0,5,1,6,1,15,37,107,19,0
2019-04-01,4,4,5,1,4,1,2,0,17,27,96,17,0
2019-05-01,0,0,1,0,0,0,1,0,6,13,119,30,1
2019-06-01,1,1,0,1,0,0,1,0,18,53,104,25,0
2019-07-01,3,1,1,0,0,0,5,1,21,50,107,20,1
2019-08-01,9,2,3,1,1,1,0,0,19,57,142,33,1
2019-09-01,6,3,3,0,3,1,2,0,11,15,119,37,0
2019-10-01,4,3,5,1,3,1,10,0,18,48,110,16,1
2019-11-01,7,3,7,1,4,1,0,1,11,15,121,30,0
2019-12-01,33,4,4,4,3,1,5,0,21,59,105,39,0
2020-01-01,18,4,1,2,1,1,6,0,34,57,94,30,0
2020-02-01,3,3,3,1,1,1,4,0,18,47,106,29,0
2020-03-01,22,3,5,4,2,1,2,1,33,68,128,41,0
2020-04-01,3,4,2,2,1,1,0,0,21,152,123,32,0
