dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-07-01,17,2,2,0,2,1,0,0,3,1,0,0,0
2015-08-01,119,2,23,0,23,2,36,0,46,39,0,0,0
2015-09-01,37,2,12,0,11,2,17,0,17,10,4,1,0
2015-10-01,41,4,15,0,15,2,32,0,21,22,28,1,0
2015-11-01,22,4,12,2,9,2,43,0,17,38,11,1,0
2015-12-01,52,5,16,1,15,2,80,0,28,57,7,1,0
2016-01-01,35,4,10,0,10,3,97,0,22,104,13,2,0
2016-02-01,14,4,4,3,2,2,37,0,6,28,13,2,0
2016-03-01,69,3,12,0,10,2,92,0,27,66,12,2,0
2016-04-01,37,4,19,2,16,2,245,2,33,167,6,2,0
2016-05-01,40,5,12,1,10,3,119,0,20,87,14,2,0
2016-06-01,100,7,8,0,8,3,107,0,13,85,11,6,0
2016-07-01,74,7,22,3,20,3,191,1,44,215,15,2,0
2016-08-01,42,8,21,4,17,3,171,1,31,103,15,6,0
2016-09-01,59,8,26,6,20,3,154,1,36,128,13,2,0
2016-10-01,58,8,16,1,14,3,108,0,29,148,21,2,1
2016-11-01,50,7,22,1,21,3,124,1,33,133,22,5,0
2016-12-01,54,9,21,2,18,3,153,0,36,139,8,6,0
2017-01-01,131,6,32,3,30,2,135,1,58,149,17,2,0
2017-02-01,17,6,10,2,2,1,34,1,6,15,36,5,0
2017-03-01,37,8,12,2,13,2,88,2,21,65,17,4,0
2017-04-01,41,7,20,2,13,2,259,1,26,112,30,8,1
2017-05-01,75,6,16,7,19,3,236,0,44,298,35,4,0
2017-06-01,160,10,61,4,54,3,308,4,81,240,17,7,0
2017-07-01,34,6,9,0,10,2,65,1,13,46,21,2,0
2017-08-01,43,5,14,1,10,2,112,2,24,153,7,4,0
2017-09-01,39,5,13,1,13,2,81,0,27,69,19,7,0
2017-10-01,93,7,33,2,29,1,135,1,44,95,14,7,0
2017-11-01,44,3,18,3,15,1,122,0,26,60,17,2,1
2017-12-01,12,4,11,2,5,1,56,1,9,25,14,4,0
2018-01-01,83,6,24,3,26,2,233,3,54,278,32,5,0
2018-02-01,45,5,20,3,10,2,159,5,25,136,18,2,0
2018-03-01,61,6,16,1,22,3,131,1,35,124,19,0,0
2018-04-01,71,7,20,0,14,1,167,1,19,68,22,6,0
2018-05-01,6,3,4,2,2,1,35,1,7,47,20,5,0
2018-06-01,8,2,3,0,2,1,15,0,9,41,17,5,0
2018-07-01,27,5,5,3,4,1,26,0,13,38,30,4,0
2018-08-01,38,11,14,4,15,2,131,3,31,151,43,5,0
2018-09-01,74,7,32,1,30,1,88,3,44,115,19,5,0
2018-10-01,41,5,10,1,8,2,91,1,22,105,31,3,0
2018-11-01,114,7,35,3,37,1,110,0,59,161,42,6,0
2018-12-01,30,4,12,4,11,1,76,4,26,111,35,3,0
2019-01-01,30,4,14,1,13,1,31,2,25,58,37,3,0
2019-02-01,16,4,7,1,3,1,64,3,8,58,32,2,0
2019-03-01,36,5,9,2,10,1,73,5,27,125,39,3,2
2019-04-01,107,9,35,1,32,2,85,2,45,128,31,6,0
2019-05-01,79,5,30,3,24,2,100,5,50,158,47,8,0
2019-06-01,50,5,14,3,11,1,70,2,27,91,40,1,0
2019-07-01,28,7,9,0,8,1,41,7,18,61,47,6,0
2019-08-01,18,5,8,1,7,1,18,3,12,38,44,6,0
2019-09-01,46,10,11,1,10,1,114,3,20,87,74,10,0
2019-10-01,90,12,36,5,28,2,159,9,41,133,119,14,0
2019-11-01,79,12,29,2,23,4,160,12,43,178,54,6,0
2019-12-01,54,14,15,6,15,3,71,7,37,88,62,9,0
2020-01-01,32,6,11,1,10,1,95,6,15,64,49,8,0
2020-02-01,57,8,15,4,5,1,59,9,12,63,72,15,0
2020-03-01,19,8,14,5,16,2,24,4,23,88,60,17,0
