dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-05-01,2,2,2,0,1,1,1,0,1,0,0,0,3
2016-06-01,5,2,5,0,4,1,8,0,5,3,0,0,4
2016-07-01,12,4,7,0,8,2,21,0,8,11,0,0,3
2016-08-01,1,1,1,0,1,1,6,0,1,2,0,0,2
2016-09-01,9,3,6,0,6,2,12,0,6,7,1,0,0
2016-10-01,9,3,7,0,7,2,8,0,11,7,0,0,1
2016-11-01,11,2,7,0,8,1,0,0,12,5,1,0,0
2016-12-01,28,4,23,0,21,3,26,0,24,12,1,0,2
2017-01-01,23,4,26,2,21,3,17,0,63,29,0,0,0
2017-02-01,44,4,36,0,36,4,18,1,37,13,0,0,1
2017-03-01,34,8,36,2,32,8,18,1,35,9,0,0,0
2017-04-01,41,9,25,0,25,9,35,0,25,17,0,0,0
2017-05-01,38,8,31,1,32,7,30,2,33,20,0,0,0
2017-06-01,79,9,68,7,54,9,84,3,74,53,0,0,0
2017-07-01,65,11,57,2,54,11,54,0,60,27,1,0,0
2017-08-01,88,12,90,6,83,9,73,1,92,43,1,0,0
2017-09-01,160,12,149,12,134,10,136,2,154,82,11,0,1
2017-10-01,130,14,94,4,96,13,116,2,103,68,8,1,0
2017-11-01,123,20,114,2,112,18,103,2,121,67,8,4,0
2017-12-01,83,17,96,10,81,15,141,2,103,94,11,3,0
2018-01-01,131,24,144,11,124,19,144,3,143,89,11,2,1
2018-02-01,220,26,201,9,198,20,175,2,215,116,18,8,1
2018-03-01,128,21,137,10,122,20,119,14,149,215,32,12,1
2018-04-01,90,22,94,7,86,18,70,7,107,96,30,10,4
2018-05-01,84,16,84,4,69,14,126,3,92,95,33,13,0
2018-06-01,140,25,131,6,125,18,100,8,142,95,21,13,0
2018-07-01,137,22,141,14,115,20,138,9,150,146,14,11,0
2018-08-01,145,22,146,15,131,17,242,11,159,161,25,18,1
2018-09-01,94,17,110,12,76,13,111,6,101,105,43,9,0
2018-10-01,155,21,134,20,112,17,273,6,154,198,21,15,0
2018-11-01,73,21,81,12,72,17,256,12,92,164,20,10,0
2018-12-01,70,18,87,9,65,12,231,8,90,207,27,19,1
2019-01-01,126,20,89,11,88,16,269,4,120,275,19,14,0
2019-02-01,271,27,106,11,94,16,357,13,116,215,26,16,0
2019-03-01,202,30,86,8,91,23,344,17,125,310,31,23,2
2019-04-01,137,23,102,12,81,21,145,10,142,219,21,16,0
2019-05-01,193,35,187,24,158,26,316,3,213,222,35,21,0
2019-06-01,113,25,137,20,93,21,164,4,128,145,22,10,1
2019-07-01,168,40,161,15,165,29,206,9,206,241,27,29,0
2019-08-01,123,31,127,28,118,28,215,10,167,214,35,14,0
2019-09-01,84,28,109,13,82,26,100,12,107,100,31,22,0
2019-10-01,145,31,140,20,130,26,175,12,162,172,36,17,0
2019-11-01,128,35,103,12,100,28,122,18,128,124,19,9,1
2019-12-01,86,28,115,14,83,25,146,16,109,106,30,10,0
2020-01-01,129,33,124,8,123,28,163,12,144,113,29,16,0
2020-02-01,136,39,176,24,135,27,265,30,182,202,33,20,0
2020-03-01,142,34,149,17,127,31,147,26,181,139,35,22,0
2020-04-01,129,32,146,10,115,33,86,13,149,132,33,10,0
