dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-05-01,84,1,1,0,0,0,2,0,4,12,14,0,2
2016-06-01,138,2,1,1,1,1,4,0,20,87,40,0,0
2016-07-01,5,2,1,0,0,0,0,0,4,9,30,2,1
2016-08-01,15,2,9,3,2,1,36,0,17,57,21,0,2
2016-09-01,6,2,1,0,1,1,2,0,6,16,25,0,0
2016-10-01,206,2,1,4,1,1,15,0,71,481,97,1,1
2016-11-01,189,5,8,1,7,1,24,0,65,334,85,6,0
2016-12-01,229,4,10,4,5,1,45,3,67,362,170,7,2
2017-01-01,214,8,9,1,8,1,20,5,103,767,172,9,0
2017-02-01,20,11,12,0,10,1,42,9,45,352,116,8,0
2017-03-01,10,3,4,1,3,1,18,2,27,93,116,4,4
2017-04-01,12,2,2,1,1,1,8,4,25,183,131,4,1
2017-05-01,12,5,8,1,4,1,105,3,51,246,118,7,2
2017-06-01,1,1,0,1,0,0,0,3,11,51,95,8,1
2017-07-01,4,2,8,0,4,1,8,4,29,140,100,4,0
2017-08-01,6,4,4,1,5,2,10,3,34,184,115,2,1
2017-09-01,40,4,12,1,10,2,54,6,88,404,139,6,1
2017-10-01,5,4,8,1,4,1,39,7,25,220,122,5,1
2017-11-01,7,4,7,0,7,2,36,5,43,254,133,6,1
2017-12-01,7,3,13,0,7,2,123,5,37,189,168,6,3
2018-01-01,33,3,14,1,12,2,48,6,49,202,168,10,0
2018-02-01,29,9,28,1,26,2,59,4,91,337,194,11,0
2018-03-01,15,6,19,1,13,2,136,14,71,436,189,10,3
2018-04-01,28,5,14,2,11,2,71,7,61,316,146,9,1
2018-05-01,27,7,23,2,19,2,83,3,69,290,144,8,1
2018-06-01,24,6,8,1,11,2,29,6,37,115,138,11,2
2018-07-01,14,4,14,0,8,2,66,6,43,238,137,7,0
2018-08-01,15,9,14,1,14,2,46,5,46,123,153,5,0
2018-09-01,8,3,14,1,7,2,93,4,25,107,161,13,0
2018-10-01,25,5,14,2,9,2,117,1,43,246,154,7,1
2018-11-01,14,6,14,1,11,2,69,7,38,170,114,8,0
2018-12-01,4,4,10,0,4,1,56,3,17,86,170,8,0
2019-01-01,26,8,26,3,22,2,90,13,80,321,191,13,3
2019-02-01,9,4,11,6,8,1,87,3,29,119,210,6,0
2019-03-01,10,3,23,3,6,2,94,15,38,178,167,12,0
2019-04-01,36,4,10,4,11,1,30,10,39,172,180,12,1
2019-05-01,11,5,14,0,9,1,28,9,19,58,146,8,0
2019-06-01,8,4,16,0,6,1,83,14,27,147,141,7,0
2019-07-01,5,1,4,1,4,1,39,2,11,49,167,5,0
2019-08-01,10,3,3,1,5,1,36,5,18,90,182,5,0
2019-09-01,4,3,5,1,4,1,19,5,15,73,160,10,0
2019-10-01,13,5,17,1,11,1,119,6,38,216,178,8,0
2019-11-01,10,3,7,3,6,1,41,6,16,78,143,7,1
2019-12-01,15,4,18,2,13,1,51,7,31,206,194,14,0
2020-01-01,14,6,9,8,12,1,58,3,42,149,193,21,0
2020-02-01,8,2,8,2,5,1,51,8,16,92,147,15,0
2020-03-01,5,2,7,0,4,1,20,8,14,68,163,15,0
2020-04-01,8,2,7,2,3,1,34,5,25,105,152,11,0
