dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-11-01,66,10,71,8,64,7,114,1,134,147,678,39,4
2016-12-01,49,9,44,3,40,6,83,4,107,302,124,12,3
2017-01-01,41,8,44,5,36,6,75,2,109,238,151,12,0
2017-02-01,34,6,30,2,26,5,101,1,91,370,99,11,0
2017-03-01,30,6,29,7,25,5,51,4,103,243,101,12,2
2017-04-01,42,8,47,8,39,6,131,4,144,373,85,14,1
2017-05-01,45,7,48,6,42,5,120,8,156,368,131,9,1
2017-06-01,41,7,39,4,34,6,72,4,134,400,128,14,0
2017-07-01,25,8,19,2,18,6,68,5,90,258,105,13,0
2017-08-01,30,11,28,4,24,7,71,13,133,389,273,27,0
2017-09-01,28,8,32,2,23,6,80,7,104,279,393,19,2
2017-10-01,39,10,39,5,31,7,77,7,121,386,159,13,2
2017-11-01,23,8,18,5,19,5,139,3,77,282,142,8,0
2017-12-01,32,6,24,2,24,5,50,9,78,228,118,7,1
2018-01-01,27,9,27,5,22,5,79,5,97,276,157,11,2
2018-02-01,26,7,25,7,20,5,86,5,79,205,107,9,1
2018-03-01,34,9,27,3,26,6,71,4,89,262,131,15,1
2018-04-01,16,5,16,2,13,3,42,9,84,257,185,14,3
2018-05-01,27,9,30,7,25,6,62,11,90,235,188,19,4
2018-06-01,19,6,18,0,15,4,16,7,63,136,166,16,0
2018-07-01,30,8,29,3,25,5,37,7,103,265,125,9,1
2018-08-01,35,8,32,3,32,6,97,5,120,311,124,7,0
2018-09-01,22,7,24,3,17,6,69,5,74,208,92,16,1
2018-10-01,26,7,30,5,24,6,83,7,118,318,94,18,1
2018-11-01,33,9,24,2,26,6,58,7,110,317,95,11,0
2018-12-01,27,6,27,1,23,6,70,1,76,173,137,14,0
2019-01-01,29,7,30,4,26,4,49,9,86,179,126,13,1
2019-02-01,19,9,16,1,16,6,45,4,68,158,81,7,2
2019-03-01,39,8,43,4,37,7,126,13,121,290,103,17,0
2019-04-01,23,7,20,3,18,6,56,7,61,143,95,11,1
2019-05-01,25,6,25,3,19,6,117,12,47,169,90,22,0
2019-06-01,47,12,44,7,38,8,178,8,99,233,81,9,0
2019-07-01,39,9,34,0,31,8,164,22,90,241,116,16,0
2019-08-01,56,13,59,10,44,8,271,9,124,445,95,15,1
2019-09-01,60,16,40,6,41,9,284,14,101,388,94,15,0
2019-10-01,38,13,40,5,30,6,223,16,90,423,106,16,1
2019-11-01,42,13,28,2,32,8,161,23,83,308,76,12,1
2019-12-01,38,12,31,4,24,8,147,22,86,315,84,16,0
2020-01-01,48,9,41,2,38,5,110,24,104,344,77,17,1
2020-02-01,50,8,25,6,23,6,70,17,110,324,80,14,0
2020-03-01,27,10,33,5,24,7,129,39,73,272,82,14,0
2020-04-01,25,10,27,0,25,7,34,14,65,121,63,16,0
