dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2017-01-01,68,6,26,3,23,5,74,0,50,77,433,23,1
2017-02-01,79,7,5,0,4,3,15,0,49,65,70,13,0
2017-03-01,50,6,18,0,19,4,49,0,64,93,24,14,0
2017-04-01,65,7,69,1,62,5,299,0,75,156,31,1,0
2017-05-01,74,7,61,5,58,6,273,0,74,170,17,2,0
2017-06-01,57,10,52,4,43,6,224,3,55,127,12,3,1
2017-07-01,83,9,77,2,80,6,337,2,98,209,17,1,0
2017-08-01,112,6,101,2,102,5,532,1,117,301,32,3,0
2017-09-01,42,9,45,3,41,7,239,2,47,125,20,5,1
2017-10-01,66,9,60,1,56,9,235,6,69,152,10,3,1
2017-11-01,92,8,96,2,92,8,404,1,101,219,12,2,0
2017-12-01,78,9,74,2,74,6,266,1,82,158,14,4,0
2018-01-01,82,9,82,1,81,7,258,1,102,172,28,7,0
2018-02-01,121,7,46,1,39,6,170,1,47,107,15,2,1
2018-03-01,93,12,63,2,66,10,248,2,87,199,24,4,1
2018-04-01,72,8,49,2,46,5,179,1,69,175,25,10,1
2018-05-01,73,10,68,0,56,8,300,2,73,198,23,6,1
2018-06-01,85,9,46,1,57,4,229,2,69,207,33,5,1
2018-07-01,85,8,62,3,57,6,302,3,72,202,20,3,0
2018-08-01,44,7,40,4,35,6,210,2,50,148,21,0,0
2018-09-01,56,6,36,4,34,6,192,2,49,122,24,4,0
2018-10-01,59,10,50,4,45,7,230,2,58,143,41,11,3
2018-11-01,57,11,59,5,54,7,252,11,104,217,49,7,0
2018-12-01,35,10,37,1,35,8,170,5,56,109,23,6,0
2019-01-01,53,10,41,6,35,7,155,10,59,114,18,6,1
2019-02-01,204,11,50,14,28,8,279,13,78,218,18,9,1
2019-03-01,115,9,63,7,61,7,287,13,95,239,41,3,1
2019-04-01,52,9,51,3,45,9,209,7,62,150,25,5,0
2019-05-01,54,12,51,5,49,8,313,9,76,224,23,3,0
2019-06-01,48,13,45,1,45,8,174,9,67,148,22,1,0
2019-07-01,74,16,50,2,50,11,209,9,70,160,20,9,0
2019-08-01,60,12,23,0,23,8,145,7,46,150,26,6,0
2019-09-01,37,11,41,0,37,9,133,15,54,136,48,9,0
2019-10-01,45,10,33,0,32,7,110,13,58,137,37,7,0
2019-11-01,32,9,25,1,22,8,84,14,35,78,30,6,0
2019-12-01,12,5,11,1,9,4,44,7,14,49,22,2,0
2020-01-01,18,7,24,3,18,7,87,18,30,76,24,1,0
2020-02-01,28,8,32,2,28,8,153,15,37,96,29,5,0
2020-03-01,45,11,46,4,45,8,224,18,62,158,36,6,0
2020-04-01,19,6,19,0,19,5,100,2,27,130,37,4,0
