dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-06-01,3,2,0,0,0,0,0,0,1,1,19,8,3
2016-07-01,1,1,0,0,0,0,0,0,0,0,11,5,8
2016-08-01,2,1,0,0,0,0,0,0,0,0,21,5,3
2016-09-01,18,7,0,0,0,0,0,0,1,1,12,6,1
2016-10-01,0,0,0,0,0,0,0,0,0,0,18,4,4
2016-11-01,0,0,0,0,0,0,0,0,1,0,18,3,2
2016-12-01,0,0,0,0,0,0,0,0,0,0,12,2,6
2017-01-01,64,4,0,0,0,0,0,0,8,3,18,4,3
2017-02-01,20,3,0,0,0,0,0,0,2,2,11,6,3
2017-03-01,58,3,13,1,9,1,4,0,13,2,31,13,4
2017-04-01,47,8,8,3,7,1,6,0,15,24,114,29,3
2017-05-01,90,14,41,5,26,3,92,3,61,126,708,66,4
2017-06-01,33,8,16,1,12,2,15,0,23,25,207,55,0
2017-07-01,37,10,12,4,10,3,15,2,44,72,168,28,2
2017-08-01,21,8,15,3,10,3,28,5,39,87,144,51,4
2017-09-01,8,5,5,0,3,2,2,1,11,16,146,30,3
2017-10-01,2,1,2,0,1,1,1,0,24,35,125,25,1
2017-11-01,9,4,4,1,2,1,5,3,20,56,148,33,0
2017-12-01,8,6,19,6,3,2,15,3,21,31,150,43,1
2018-01-01,15,6,19,5,5,1,21,6,30,69,168,46,2
2018-02-01,3,3,3,2,1,1,5,5,8,21,95,24,0
2018-03-01,12,4,11,16,5,2,22,5,28,60,152,40,1
2018-04-01,7,3,3,1,1,1,0,8,7,44,151,36,2
2018-05-01,14,4,5,1,5,1,2,1,13,14,153,35,2
2018-06-01,5,3,6,2,3,1,11,6,15,35,155,38,0
2018-07-01,22,7,18,5,12,2,47,10,34,164,196,40,1
2018-08-01,2,2,6,1,2,1,13,11,7,60,167,55,0
2018-09-01,2,2,5,1,1,1,5,11,19,58,120,27,0
2018-10-01,29,13,20,12,17,2,28,8,40,58,138,41,0
2018-11-01,7,5,10,4,7,1,21,7,25,56,185,36,0
2018-12-01,4,4,10,5,3,1,24,6,14,20,133,40,1
2019-01-01,1,1,8,4,1,1,1,2,24,27,137,34,1
2019-02-01,2,2,1,1,2,1,11,1,5,12,91,29,0
2019-03-01,0,0,2,2,0,0,3,2,11,25,128,26,0
2019-04-01,7,7,3,13,7,1,25,8,46,86,154,39,0
2019-05-01,5,4,7,1,5,1,4,6,11,18,130,32,0
2019-06-01,0,0,2,0,0,0,1,8,3,12,116,22,0
2019-07-01,1,1,1,3,1,1,2,4,10,15,127,26,0
2019-08-01,1,1,0,0,1,1,0,0,23,33,119,29,1
2019-09-01,0,0,1,0,0,0,0,3,5,13,109,23,1
2019-10-01,5,5,4,0,5,1,0,2,21,37,83,27,0
2019-11-01,2,2,5,2,2,1,4,2,7,15,113,26,0
2019-12-01,5,5,4,1,5,1,17,2,12,33,114,30,0
2020-01-01,0,0,1,0,0,0,2,5,4,14,61,10,0
2020-02-01,5,2,3,0,3,1,8,6,14,38,263,61,0
