dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-05-01,44,4,8,1,8,1,38,1,18,44,74,5,0
2016-06-01,7,2,0,0,0,0,0,0,4,9,26,2,0
2016-07-01,30,2,4,0,3,1,9,0,8,27,8,1,0
2016-08-01,27,3,5,1,4,1,16,0,9,26,9,1,0
2016-09-01,49,5,6,0,6,1,8,0,11,22,12,0,0
2016-10-01,26,6,5,0,6,1,17,0,9,22,6,3,0
2016-11-01,24,5,7,0,7,1,4,0,12,26,7,2,1
2016-12-01,35,4,8,0,7,1,51,0,9,31,8,0,1
2017-01-01,162,8,20,0,18,1,140,0,24,96,15,4,0
2017-02-01,33,5,9,0,10,1,36,0,14,54,5,3,0
2017-03-01,71,4,17,1,16,1,38,0,27,58,10,4,0
2017-04-01,38,4,9,0,7,1,27,0,9,33,12,2,0
2017-05-01,55,5,12,3,12,1,73,0,31,148,15,3,0
2017-06-01,43,6,15,0,15,1,29,1,21,42,9,3,0
2017-07-01,21,1,10,0,7,1,25,0,17,37,10,4,0
2017-08-01,40,2,13,2,13,1,29,0,31,45,22,1,0
2017-09-01,49,5,14,0,13,1,27,0,19,25,18,6,1
2017-10-01,53,4,12,0,13,1,21,1,25,65,12,2,0
2017-11-01,75,5,19,2,16,1,52,1,31,62,7,3,0
2017-12-01,37,3,12,0,11,1,27,0,18,38,9,2,0
2018-01-01,70,3,24,2,21,1,63,1,47,119,16,1,1
2018-02-01,79,7,27,3,28,1,61,0,55,112,27,2,0
2018-03-01,64,3,16,2,14,1,44,0,36,85,22,4,0
2018-04-01,70,4,22,3,20,1,17,0,48,76,22,3,0
2018-05-01,48,4,19,1,18,1,12,0,37,68,18,5,0
2018-06-01,57,5,19,1,17,1,52,1,35,104,22,5,1
2018-07-01,28,2,8,0,9,2,14,0,19,32,16,4,0
2018-08-01,35,3,11,0,10,1,17,1,22,43,11,2,1
2018-09-01,104,6,28,1,28,1,101,0,46,97,14,4,0
2018-10-01,20,4,9,0,8,1,9,2,15,38,19,4,0
2018-11-01,61,7,26,1,25,1,68,0,49,115,33,11,0
2018-12-01,5,2,4,0,3,1,10,0,6,15,29,7,0
2019-01-01,87,3,31,3,30,1,37,0,63,98,32,1,0
2019-02-01,76,4,25,0,24,1,34,0,37,49,20,3,0
2019-03-01,74,4,18,0,19,1,32,3,42,133,27,5,0
2019-04-01,66,7,25,4,21,1,86,1,39,53,19,5,0
2019-05-01,51,6,20,1,18,1,45,1,36,60,24,9,0
2019-06-01,72,3,26,2,24,1,36,3,45,60,29,6,0
2019-07-01,122,3,33,0,33,1,54,0,56,71,25,8,0
2019-08-01,27,3,13,1,11,1,25,0,33,47,21,8,0
2019-09-01,80,7,14,0,15,1,53,0,27,50,18,8,0
2019-10-01,85,6,14,0,15,1,29,0,25,47,22,8,0
2019-11-01,38,7,17,1,16,1,22,0,37,128,25,11,0
2019-12-01,21,3,11,0,9,1,20,3,15,21,24,2,0
2020-01-01,46,3,13,1,14,1,14,0,30,48,13,5,0
2020-02-01,20,3,7,0,7,1,6,0,15,17,25,3,0
2020-03-01,22,2,9,0,8,1,9,1,19,53,26,4,0
2020-04-01,39,5,19,2,17,1,48,1,36,60,37,6,0
