dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-07-01,87,3,4,0,4,1,10,0,7,12,6,4,2
2016-08-01,27,1,1,1,0,0,0,0,8,14,5,1,0
2016-09-01,114,3,3,0,3,1,0,0,7,11,2,2,1
2016-10-01,86,3,3,0,3,1,2,0,7,9,1,1,2
2016-11-01,145,4,6,0,6,1,2,1,13,8,9,3,0
2016-12-01,64,5,7,1,6,1,6,5,11,15,8,5,0
2017-01-01,203,6,11,0,11,1,0,0,18,13,49,14,0
2017-02-01,228,5,10,1,9,1,4,0,20,17,94,24,1
2017-03-01,70,7,9,0,9,1,2,0,13,5,54,19,0
2017-04-01,156,6,10,0,10,1,2,2,19,14,36,7,1
2017-05-01,119,4,3,0,3,1,2,5,12,43,79,19,2
2017-06-01,58,4,3,0,3,1,4,1,6,4,42,17,0
2017-07-01,126,4,3,0,3,1,2,0,10,13,49,27,0
2017-08-01,138,6,8,0,8,1,48,2,12,60,88,30,2
2017-09-01,56,8,8,0,8,1,0,0,28,69,76,20,2
2017-10-01,116,9,13,0,13,1,8,2,31,63,45,25,1
2017-11-01,88,5,4,0,4,1,0,1,13,40,77,40,0
2017-12-01,58,10,11,1,9,1,4,1,17,20,52,20,3
2018-01-01,137,8,17,0,17,1,18,3,38,73,57,22,0
2018-02-01,110,14,19,0,20,1,8,7,39,78,41,18,2
2018-03-01,114,9,14,1,13,1,30,3,30,31,49,25,0
2018-04-01,62,15,21,1,20,1,8,2,40,72,56,24,0
2018-05-01,138,9,15,0,15,1,4,7,47,60,53,18,0
2018-06-01,47,10,10,0,10,1,2,2,24,36,53,18,2
2018-07-01,47,10,12,1,11,1,0,9,21,21,69,16,1
2018-08-01,39,11,10,0,10,1,10,4,20,50,54,24,0
2018-09-01,76,14,19,0,19,1,40,4,40,72,53,20,0
2018-10-01,88,12,16,1,15,1,42,3,32,68,60,24,1
2018-11-01,147,9,9,0,9,1,6,1,27,60,46,33,1
2018-12-01,71,9,9,0,9,1,6,4,39,135,41,12,1
2019-01-01,47,9,10,1,8,1,6,7,23,66,49,19,2
2019-02-01,69,9,13,4,10,1,16,4,27,52,32,17,1
2019-03-01,161,12,30,1,28,1,5,6,41,67,47,18,0
2019-04-01,35,10,10,1,9,1,6,2,22,52,45,26,2
2019-05-01,50,13,18,3,15,1,37,5,27,40,32,21,0
2019-06-01,40,9,8,0,9,1,14,7,16,45,32,21,0
2019-07-01,29,8,7,0,7,1,2,2,17,19,33,19,0
2019-08-01,37,7,6,0,6,1,0,7,26,76,31,14,2
2019-09-01,22,8,8,1,7,1,6,3,16,14,32,27,1
2019-10-01,31,5,4,0,4,1,2,6,10,31,61,20,1
2019-11-01,52,10,10,0,10,1,2,4,19,47,54,18,0
2019-12-01,89,13,12,0,12,1,2,3,24,33,39,17,1
2020-01-01,13,5,8,4,4,1,14,7,14,20,58,16,0
2020-02-01,14,2,1,0,1,1,10,5,5,17,29,13,0
2020-03-01,98,6,11,3,8,1,16,7,20,37,40,24,0
2020-04-01,117,11,9,4,12,1,16,5,28,48,37,9,0
