dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-12-01,43,1,0,0,0,0,0,0,2,3,194,22,5
2017-01-01,8,1,0,0,0,0,0,0,4,18,104,9,3
2017-02-01,0,0,0,0,0,0,0,2,0,10,36,5,0
2017-03-01,0,0,0,0,0,0,0,0,0,0,33,5,3
2017-04-01,0,0,0,0,0,0,0,0,2,10,85,11,1
2017-05-01,0,0,0,0,0,0,0,0,0,0,35,7,1
2017-06-01,3,2,1,0,1,1,0,0,1,0,38,10,0
2017-07-01,0,0,0,0,0,0,0,0,0,0,43,4,1
2017-08-01,8,1,0,0,0,0,0,0,4,17,36,10,0
2017-09-01,0,0,0,0,0,0,0,0,0,0,62,9,1
2017-10-01,0,0,0,0,0,0,0,0,0,0,36,6,1
2017-11-01,0,0,0,0,0,0,0,0,0,0,33,5,2
2017-12-01,0,0,0,0,0,0,0,0,2,3,26,3,0
2018-01-01,0,0,0,0,0,0,0,0,0,0,31,2,2
2018-02-01,0,0,0,0,0,0,0,0,0,0,35,5,1
2018-03-01,0,0,0,0,0,0,0,0,0,0,50,4,2
2018-04-01,0,0,0,0,0,0,0,0,0,0,41,8,0
2018-05-01,0,0,0,0,0,0,0,0,0,0,47,7,0
2018-06-01,0,0,0,0,0,0,0,0,0,0,49,5,0
2018-07-01,0,0,0,0,0,0,0,0,0,0,44,5,0
2018-08-01,0,0,0,0,0,0,0,0,0,0,38,5,0
2018-09-01,0,0,0,0,0,0,0,0,0,0,39,4,0
2018-10-01,0,0,0,0,0,0,0,0,0,0,39,4,0
2018-11-01,0,0,0,0,0,0,0,0,0,0,30,4,0
2018-12-01,0,0,0,0,0,0,0,0,0,0,30,4,1
2019-01-01,0,0,0,0,0,0,0,0,0,0,49,12,0
2019-02-01,0,0,0,0,0,0,0,0,0,0,40,5,0
2019-03-01,2,2,1,0,1,1,2,0,1,1,50,7,0
2019-04-01,0,0,0,0,0,0,0,0,0,0,47,8,0
2019-05-01,0,0,0,0,0,0,0,0,0,0,46,4,0
2019-06-01,0,0,0,0,0,0,0,0,0,0,35,6,0
2019-07-01,0,0,0,0,0,0,0,0,0,0,32,8,0
2019-08-01,0,0,0,0,0,0,0,0,0,0,32,7,0
2019-09-01,0,0,0,0,0,0,0,0,0,0,46,14,0
2019-10-01,2,0,0,0,0,0,0,0,1,23,57,36,1
