dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2017-04-01,7,2,3,2,1,1,0,0,3,0,21,15,2
2017-05-01,9,1,1,1,0,0,0,0,1,0,31,13,1
2017-06-01,2,1,0,0,0,0,0,0,0,0,33,21,0
2017-07-01,12,1,1,1,0,0,0,0,1,0,29,21,1
2017-08-01,0,0,1,1,0,0,0,0,1,0,17,17,1
2017-09-01,0,0,2,2,0,0,4,0,2,2,32,20,1
2017-10-01,1,1,0,0,0,0,0,0,0,0,14,11,3
2017-11-01,0,0,0,0,0,0,0,0,0,0,25,10,0
2017-12-01,0,0,0,0,0,0,0,0,0,0,19,9,2
2018-01-01,0,0,0,0,0,0,0,0,0,0,19,13,2
2018-02-01,16,1,0,0,0,0,0,0,2,3,25,12,0
2018-03-01,3,1,0,0,0,0,0,0,0,0,36,13,0
2018-04-01,10,1,0,0,0,0,0,0,0,0,25,18,0
2018-05-01,17,1,0,0,0,0,0,0,1,4,23,14,0
2018-06-01,72,2,0,0,0,0,0,0,2,4,26,12,0
2018-07-01,98,3,0,0,0,0,0,0,2,2,27,14,0
2018-08-01,127,2,0,0,0,0,0,0,1,1,31,15,1
2018-09-01,22,1,0,0,0,0,0,0,0,0,34,13,0
2018-10-01,23,1,0,0,0,0,0,0,4,1,29,11,0
2018-11-01,34,1,0,0,0,0,0,0,1,1,27,20,1
2018-12-01,40,1,0,0,0,0,0,0,0,0,28,15,0
2019-01-01,52,1,0,0,0,0,0,0,0,0,40,17,0
2019-02-01,44,1,0,0,0,0,0,0,1,2,41,20,0
2019-03-01,53,1,0,0,0,0,0,0,1,1,109,29,0
2019-04-01,23,2,0,0,0,0,0,0,0,0,96,37,2
2019-05-01,46,1,0,0,0,0,0,0,1,3,58,25,0
2019-06-01,43,1,0,0,0,0,0,0,0,0,102,16,0
2019-07-01,22,1,0,0,0,0,0,0,0,0,64,10,0
2019-08-01,18,1,0,0,0,0,0,0,0,0,44,12,0
2019-09-01,6,1,0,0,0,0,0,0,0,0,31,15,0
2019-10-01,14,1,0,0,0,0,0,0,0,0,24,10,0
2019-11-01,12,1,0,0,0,0,0,0,1,1,17,6,0
2019-12-01,6,1,0,0,0,0,0,0,1,5,20,11,0
2020-01-01,12,2,1,1,0,0,2,0,2,3,14,11,0
2020-02-01,21,1,0,0,0,0,0,0,1,2,16,7,0
2020-03-01,70,3,1,0,1,1,0,0,6,5,39,11,1
2020-04-01,10,1,0,0,0,0,0,0,2,3,14,6,0
