dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-06-01,36,2,3,0,3,1,0,0,3,0,2,0,2
2015-07-01,1,1,0,0,0,0,0,0,1,0,2,0,0
2015-08-01,0,0,0,0,0,0,0,0,1,3,3,1,0
2015-09-01,8,1,0,0,0,0,0,0,0,0,4,0,1
2015-10-01,51,2,7,2,4,1,28,0,12,30,177,4,2
2015-11-01,50,3,9,2,6,1,32,0,15,45,57,4,1
2015-12-01,65,7,11,1,8,2,15,1,20,62,511,13,0
2016-01-01,58,8,16,5,12,2,97,0,30,118,67,11,0
2016-02-01,70,10,33,5,19,2,236,0,39,149,57,8,2
2016-03-01,75,13,24,5,25,1,323,0,42,299,107,9,1
2016-04-01,31,8,10,3,8,1,87,0,25,133,54,10,0
2016-05-01,10,4,3,1,3,1,7,1,15,76,109,4,0
2016-06-01,22,11,11,2,7,1,78,1,16,66,64,11,0
2016-07-01,10,4,5,1,4,1,15,0,15,34,72,4,0
2016-08-01,21,8,13,1,10,1,37,2,23,54,52,12,0
2016-09-01,7,3,3,0,3,1,10,2,9,29,56,9,0
2016-10-01,10,4,8,0,4,1,34,1,11,39,68,10,1
2016-11-01,11,8,8,1,9,1,24,1,21,78,58,11,1
2016-12-01,5,5,7,5,4,1,47,2,12,47,44,9,0
2017-01-01,1,1,5,0,1,1,13,1,1,3,89,3,0
2017-02-01,7,4,4,0,6,2,5,3,7,26,60,6,0
2017-03-01,5,5,4,2,4,1,26,2,12,31,44,11,1
2017-04-01,5,4,10,0,3,2,20,3,5,28,41,12,1
2017-05-01,3,3,1,0,2,1,1,0,4,14,36,6,0
2017-06-01,1,1,5,1,1,1,10,2,2,6,38,5,2
2017-07-01,7,7,3,0,5,1,38,1,17,92,66,6,0
2017-08-01,1,1,5,1,1,1,22,0,5,21,40,8,0
2017-09-01,6,5,8,2,4,2,46,0,10,43,40,12,1
2017-10-01,4,4,2,1,3,1,26,1,7,29,52,4,0
2017-11-01,3,3,5,0,3,1,13,0,4,10,43,5,0
2017-12-01,0,0,2,0,0,0,5,2,0,1,53,9,0
2018-01-01,4,4,12,1,4,2,29,0,12,17,63,8,0
2018-02-01,5,5,4,0,5,2,34,2,9,55,65,9,0
2018-03-01,4,4,5,1,4,1,34,2,7,31,108,15,0
2018-04-01,6,6,11,3,6,1,67,3,18,43,55,18,0
2018-05-01,12,7,13,5,12,3,58,1,30,127,68,13,1
2018-06-01,13,7,17,1,13,3,53,3,22,51,66,11,0
2018-07-01,12,10,11,2,12,1,61,3,18,62,53,4,0
2018-08-01,1,1,7,0,1,1,5,1,3,14,94,14,0
2018-09-01,23,15,17,3,23,2,32,1,48,144,79,14,0
2018-10-01,30,12,31,1,30,2,65,2,42,79,39,10,0
2018-11-01,17,8,14,3,13,2,98,4,37,139,84,13,0
2018-12-01,8,4,12,7,8,1,43,1,36,112,70,10,0
2019-01-01,23,5,19,1,20,1,19,2,34,40,71,13,0
2019-02-01,27,10,23,7,22,2,100,5,39,120,44,12,0
2019-03-01,19,8,15,0,15,1,32,3,27,71,75,9,0
2019-04-01,14,7,16,0,13,1,54,4,20,44,69,8,0
2019-05-01,12,5,13,1,11,1,38,5,21,46,67,6,0
2019-06-01,4,3,4,1,4,1,21,2,11,29,56,8,0
2019-07-01,19,4,18,0,16,1,26,4,23,22,56,7,0
2019-08-01,11,3,10,1,7,1,92,5,14,74,93,15,0
2019-09-01,5,2,7,2,5,1,37,4,15,51,58,10,0
2019-10-01,11,5,12,5,10,1,64,2,24,86,56,10,1
2019-11-01,10,5,8,2,8,1,61,5,17,92,47,7,0
2019-12-01,2,2,2,1,2,1,12,1,6,27,42,7,0
2020-01-01,14,8,15,1,13,1,50,1,26,73,44,14,0
2020-02-01,12,5,14,2,11,1,55,4,16,69,88,15,0
2020-03-01,22,9,16,2,20,1,66,3,40,139,47,10,0
2020-04-01,18,3,13,1,10,1,35,2,18,32,39,7,0
