dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-07-01,57,3,2,0,2,1,4,1,4,16,67,6,2
2015-08-01,24,2,1,0,1,1,2,0,6,9,51,1,3
2015-09-01,8,2,2,0,1,1,7,1,4,33,144,5,0
2015-10-01,65,2,6,1,3,1,37,0,16,55,423,13,1
2015-11-01,68,7,10,4,6,1,113,0,22,113,542,21,1
2015-12-01,12,3,3,3,1,1,25,1,11,62,139,6,1
2016-01-01,16,4,4,0,3,1,33,0,5,18,111,5,1
2016-02-01,21,4,6,2,3,1,51,1,11,35,116,6,0
2016-03-01,37,2,4,1,1,1,15,0,8,36,111,9,0
2016-04-01,3,2,1,0,1,1,0,0,2,1,64,6,1
2016-05-01,31,5,4,1,4,1,27,0,9,58,82,9,2
2016-06-01,125,5,18,5,12,1,193,3,27,167,150,8,0
2016-07-01,14,3,3,0,2,1,25,1,3,11,105,12,1
2016-08-01,27,5,4,0,4,2,58,0,8,41,128,5,0
2016-09-01,37,6,9,3,4,1,164,0,11,87,216,14,0
2016-10-01,3,2,5,1,0,0,33,1,5,21,77,11,1
2016-11-01,112,8,19,3,16,3,240,0,30,205,185,12,0
2016-12-01,32,8,14,0,19,2,140,4,31,197,134,6,1
2017-01-01,5,4,3,0,3,2,36,1,9,36,89,6,0
2017-02-01,52,2,5,2,3,2,46,0,15,106,125,9,0
2017-03-01,4,3,3,0,3,2,17,1,11,52,165,10,0
2017-04-01,2,1,2,0,2,1,19,0,5,4,90,6,0
2017-05-01,43,7,12,5,12,2,94,1,28,179,130,11,0
2017-06-01,2,1,2,0,0,0,12,0,0,0,69,2,0
2017-07-01,31,3,3,0,5,2,12,0,8,39,78,5,0
2017-08-01,43,3,4,0,4,2,32,0,13,126,108,4,0
2017-09-01,4,1,2,1,1,1,4,0,3,20,71,1,1
2017-10-01,51,3,7,0,7,2,40,1,19,93,60,6,0
2017-11-01,20,3,1,0,0,0,22,1,5,22,76,3,1
2017-12-01,9,3,3,1,1,1,47,4,4,62,90,6,0
2018-01-01,2,2,3,0,1,1,26,0,4,13,95,10,0
2018-02-01,0,0,0,0,0,0,0,1,6,23,70,5,0
2018-03-01,21,3,7,0,3,2,29,0,7,19,100,4,1
2018-04-01,88,3,12,0,11,2,67,1,21,76,74,7,0
2018-05-01,32,2,3,0,5,1,25,2,12,56,100,4,1
2018-06-01,4,2,3,2,1,1,57,1,6,53,56,3,0
2018-07-01,76,6,5,0,4,2,11,1,10,28,81,8,0
2018-08-01,60,8,4,0,6,2,38,2,18,93,73,3,0
2018-09-01,195,7,19,3,20,2,157,5,57,277,115,10,0
2018-10-01,88,4,3,1,2,2,12,3,33,187,119,9,0
2018-11-01,5,3,0,0,0,0,0,1,2,21,76,9,0
2018-12-01,35,5,0,0,0,0,0,3,6,95,57,11,0
2019-01-01,56,2,5,1,1,1,32,2,18,491,237,132,2
