dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-06-01,12,1,0,0,0,0,0,0,2,0,0,0,1
2016-07-01,3,1,0,0,0,0,0,0,0,0,0,0,2
2016-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-09-01,3,1,0,0,0,0,0,0,0,0,0,0,1
2016-10-01,21,1,0,0,0,0,0,1,1,1,0,0,4
2016-11-01,51,1,0,0,0,0,0,1,3,0,0,0,4
2016-12-01,91,7,8,0,1,1,43,14,20,113,325,15,2
2017-01-01,113,4,16,1,19,1,131,6,47,193,125,5,6
2017-02-01,31,2,5,0,3,1,11,36,12,95,87,4,4
2017-03-01,0,0,1,0,0,0,13,0,0,0,26,3,0
2017-04-01,8,1,3,1,0,0,5,1,4,23,12,0,1
2017-05-01,31,3,3,3,3,1,48,1,7,41,26,1,0
2017-06-01,27,3,2,0,1,1,5,0,2,7,25,2,1
2017-07-01,51,2,2,0,1,1,13,0,4,13,17,1,1
2017-08-01,86,2,1,1,2,1,16,0,8,24,19,2,0
2017-09-01,61,3,1,0,1,1,5,0,7,14,21,1,1
2017-10-01,84,5,6,0,6,1,30,1,18,29,104,3,1
2017-11-01,45,2,2,0,1,1,1,8,4,31,105,2,2
2017-12-01,37,2,4,0,3,1,13,3,11,20,48,1,1
2018-01-01,0,0,0,0,0,0,0,0,0,0,33,0,1
2018-02-01,10,3,2,1,1,1,10,1,4,11,76,2,1
2018-03-01,13,1,0,0,0,0,0,0,0,0,58,5,0
2018-04-01,17,2,1,0,0,0,1,0,0,0,21,0,0
2018-05-01,62,2,3,1,6,1,21,1,9,16,30,1,3
2018-06-01,41,3,3,0,2,1,17,0,4,4,47,2,1
2018-07-01,23,1,1,0,0,0,4,0,1,4,41,2,2
2018-08-01,55,1,0,2,0,0,5,1,23,86,37,3,0
2018-09-01,38,1,2,0,0,0,2,21,22,37,93,5,1
2018-10-01,13,1,1,0,0,0,1,5,2,10,37,2,0
2018-11-01,32,1,0,0,0,0,0,3,0,0,50,3,1
2018-12-01,7,1,0,0,0,0,0,0,0,0,42,3,0
2019-01-01,11,1,1,1,0,0,0,0,1,0,105,4,0
2019-02-01,0,0,0,0,0,0,0,2,0,0,44,1,1
2019-03-01,3,1,0,0,0,0,0,0,7,9,78,2,1
2019-04-01,14,2,7,2,2,1,16,4,7,11,3341,70,1
2019-05-01,1,1,0,0,0,0,0,0,0,0,137,3,1
2019-06-01,7,2,1,0,1,1,2,0,1,1,63,4,0
2019-07-01,9,1,0,8,0,0,25,1,11,33,80,8,0
2019-08-01,0,0,0,0,0,0,0,0,0,0,68,6,1
2019-09-01,2,1,2,0,0,0,0,1,0,2,56,4,0
2019-10-01,17,2,2,0,3,1,3,0,5,2,72,9,0
2019-11-01,0,0,0,0,0,0,0,0,0,0,52,1,1
2019-12-01,0,0,0,0,0,0,0,2,0,4,131,8,0
2020-01-01,0,0,0,0,0,0,0,1,0,2,66,5,0
2020-02-01,0,0,0,0,0,0,0,1,1,5,56,2,0
2020-03-01,1,1,1,0,0,0,0,2,0,0,61,9,0
2020-04-01,8,1,2,0,0,0,3,0,4,9,66,2,0
