dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-06-01,82,2,0,0,0,0,0,0,10,3,0,0,0
2016-07-01,17,2,0,0,0,0,0,0,7,6,0,0,1
2016-08-01,71,5,1,0,1,1,2,0,10,9,0,0,0
2016-09-01,51,5,0,0,0,0,0,0,8,14,0,0,2
2016-10-01,52,6,0,0,0,0,0,0,7,9,0,0,1
2016-11-01,46,7,1,1,0,0,0,0,9,14,0,0,1
2016-12-01,62,5,0,0,0,0,0,0,9,10,0,0,1
2017-01-01,71,5,0,0,0,0,0,1,16,6,0,0,0
2017-02-01,82,3,0,0,0,0,0,1,18,21,0,0,0
2017-03-01,112,7,0,0,0,0,0,1,30,38,0,0,0
2017-04-01,119,10,1,0,1,1,0,2,26,43,1,0,1
2017-05-01,104,7,0,0,0,0,0,0,39,30,0,0,0
2017-06-01,164,9,1,0,0,0,9,1,35,40,1,0,1
2017-07-01,282,7,0,0,1,1,9,0,35,110,1,0,0
2017-08-01,227,10,3,0,2,1,15,2,36,96,62,12,0
2017-09-01,153,10,7,2,5,2,39,1,38,70,16,3,0
2017-10-01,172,4,1,1,0,0,12,11,24,60,11,1,0
2017-11-01,165,8,2,1,1,1,8,0,53,92,15,1,0
2017-12-01,110,6,1,1,1,1,2,0,18,50,15,1,0
2018-01-01,165,6,0,0,0,0,0,0,35,123,15,0,1
2018-02-01,86,7,4,0,3,1,6,1,17,38,6,4,0
2018-03-01,385,7,0,0,0,0,0,4,84,136,12,2,1
2018-04-01,107,8,2,0,2,2,4,1,54,113,22,4,0
2018-05-01,316,8,1,0,2,1,0,3,123,245,18,3,0
2018-06-01,288,8,1,1,0,0,0,3,68,149,18,6,0
2018-07-01,76,9,0,0,0,0,0,2,66,171,21,2,1
2018-08-01,130,7,0,0,0,0,0,3,101,224,27,3,0
2018-09-01,220,7,0,0,0,0,0,7,165,296,32,0,1
2018-10-01,274,10,0,0,0,0,0,6,248,387,35,1,0
2018-11-01,149,12,0,0,0,0,0,2,134,269,22,2,0
2018-12-01,106,12,0,0,0,0,0,1,91,236,19,5,1
2019-01-01,119,11,0,0,0,0,0,4,106,227,30,5,0
2019-02-01,209,10,0,0,0,0,0,9,145,345,22,2,0
2019-03-01,266,11,0,0,0,0,0,6,237,526,30,3,2
2019-04-01,150,11,0,0,0,0,0,4,118,321,45,5,0
2019-05-01,137,12,0,0,0,0,0,11,120,343,73,11,0
2019-06-01,290,14,0,0,0,0,0,9,235,520,45,5,0
2019-07-01,181,14,0,0,0,0,0,13,135,326,78,11,0
2019-08-01,148,12,0,0,0,0,0,15,103,303,53,7,1
2019-09-01,136,10,0,0,0,0,0,13,103,299,58,10,0
2019-10-01,184,13,0,0,0,0,0,16,135,434,62,10,1
2019-11-01,188,14,0,0,0,0,0,28,131,483,74,14,0
2019-12-01,179,10,0,0,0,0,0,26,147,451,78,10,0
2020-01-01,208,13,0,0,0,0,0,21,153,576,62,5,0
2020-02-01,185,14,0,0,0,0,0,26,137,485,45,7,0
2020-03-01,307,17,0,0,0,0,0,34,235,849,62,9,0
2020-04-01,160,13,0,0,0,0,0,16,125,504,31,7,0
