dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-12-01,39,3,1,0,1,1,0,0,1,0,0,0,0
2016-01-01,82,2,1,0,1,1,0,0,6,15,33,1,1
2016-02-01,55,2,1,0,1,1,0,0,1,0,27,3,1
2016-03-01,26,2,1,0,1,1,4,0,3,6,8,1,0
2016-04-01,31,1,0,0,0,0,0,0,1,0,20,0,0
2016-05-01,11,1,0,0,0,0,0,2,1,8,21,1,1
2016-06-01,7,1,0,0,0,0,0,0,1,3,13,0,0
2016-07-01,20,1,1,1,0,0,8,0,1,4,11,1,0
2016-08-01,48,1,1,0,1,1,0,1,3,15,23,0,1
2016-09-01,0,0,0,0,0,0,0,0,0,0,17,0,0
2016-10-01,9,1,0,0,0,0,0,0,0,0,12,0,0
2016-11-01,10,1,1,0,1,1,0,0,3,1,34,0,1
2016-12-01,2,1,0,0,0,0,0,0,1,11,63,2,1
2017-01-01,7,1,0,0,0,0,0,0,1,4,38,3,0
2017-02-01,32,1,0,0,0,0,0,0,3,7,17,0,0
2017-03-01,33,2,2,0,2,1,2,0,5,15,28,2,0
2017-04-01,49,1,0,0,0,0,0,0,2,9,18,0,1
2017-05-01,35,1,0,0,0,0,0,0,0,0,28,1,2
2017-06-01,29,3,2,0,2,1,6,1,8,18,66,4,1
2017-07-01,22,1,0,0,0,0,0,2,1,9,36,0,0
2017-08-01,55,2,0,0,0,0,0,0,3,1,26,1,0
2017-09-01,65,1,0,0,0,0,0,0,1,1,19,0,0
2017-10-01,26,1,0,0,0,0,0,0,2,2,30,0,0
2017-11-01,17,1,0,0,0,0,0,0,2,9,33,1,0
2017-12-01,2,1,0,0,0,0,0,0,0,0,37,0,0
2018-01-01,25,1,0,0,0,0,0,0,2,5,35,1,0
2018-02-01,0,0,0,0,0,0,0,1,1,11,30,1,0
2018-03-01,0,0,0,0,0,0,0,0,0,0,58,3,0
2018-04-01,17,3,3,0,2,1,3,0,2,1,46,3,0
2018-05-01,2,2,0,0,1,1,1,0,2,5,206,4,0
2018-06-01,13,1,0,0,0,0,0,0,3,8,81,0,0
2018-07-01,32,1,1,1,0,0,2,1,3,7,44,1,0
2018-08-01,10,1,1,0,1,1,0,0,4,7,50,4,0
2018-09-01,0,0,1,0,0,0,1,0,1,3,30,1,0
2018-10-01,2,2,0,0,1,1,1,0,1,1,43,1,0
2018-11-01,0,0,0,0,0,0,0,0,0,0,48,6,0
2018-12-01,0,0,0,0,0,0,0,2,0,3,66,4,0
2019-01-01,19,3,0,0,0,0,0,0,6,13,49,1,0
2019-02-01,26,3,0,0,0,0,0,0,1,4,59,2,0
2019-03-01,16,4,0,0,0,0,0,1,10,40,57,6,0
2019-04-01,31,1,0,0,0,0,0,1,4,8,60,4,0
2019-05-01,1,1,0,0,0,0,0,0,0,0,60,1,0
2019-06-01,0,0,0,0,0,0,0,0,0,0,48,2,0
2019-07-01,24,2,0,0,0,0,0,2,6,13,59,5,0
2019-08-01,14,1,0,0,0,0,0,2,6,9,37,1,0
2019-09-01,3,1,0,0,0,0,0,2,0,4,50,1,0
2019-10-01,2,2,0,0,0,0,0,0,1,1,31,2,0
2019-11-01,0,0,0,0,0,0,0,0,1,3,36,1,0
2019-12-01,0,0,0,0,0,0,0,0,1,2,44,2,0
2020-01-01,0,0,0,0,0,0,0,1,0,0,14,3,1
2020-02-01,0,0,0,0,0,0,0,0,0,0,23,2,0
2020-03-01,0,0,0,0,0,0,0,0,1,3,27,0,0
2020-04-01,5,1,0,0,0,0,0,0,1,3,26,0,0
