dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-04-01,113,3,2,0,2,1,2,0,2,1,306,35,10
2016-05-01,51,4,4,0,4,1,6,0,4,3,616,99,8
2016-06-01,10,1,0,0,0,0,0,0,0,0,434,72,5
2016-07-01,22,2,1,0,1,1,0,0,1,0,462,75,6
2016-08-01,78,2,1,0,1,1,0,0,1,0,472,98,7
2016-09-01,10,1,0,0,0,0,0,0,0,0,240,59,2
2016-10-01,14,1,0,0,0,0,0,0,0,0,158,31,0
2016-11-01,8,1,0,0,0,0,0,0,0,0,257,56,3
2016-12-01,6,1,0,0,0,0,0,0,0,0,163,36,7
2017-01-01,9,1,0,0,0,0,0,0,0,0,106,27,1
2017-02-01,23,1,1,0,0,0,0,0,0,0,281,80,0
2017-03-01,7,1,0,1,0,0,0,0,1,0,274,62,1
2017-04-01,1,1,1,0,1,1,0,0,1,0,156,37,2
2017-05-01,5,1,1,1,0,0,0,0,1,0,181,58,0
2017-06-01,5,1,1,0,1,1,0,0,1,0,232,71,1
2017-07-01,16,1,0,0,0,0,0,0,0,0,204,56,0
2017-08-01,16,2,2,0,2,1,0,0,2,0,210,62,1
2017-09-01,3,2,1,0,1,1,0,0,1,0,136,35,0
2017-10-01,9,1,0,0,0,0,0,0,0,0,69,21,2
2017-11-01,1,1,0,0,0,0,0,0,0,0,130,24,0
2017-12-01,0,0,0,0,0,0,0,0,0,0,108,29,0
2018-01-01,0,0,0,0,0,0,0,0,0,0,107,24,0
2018-02-01,0,0,0,0,0,0,0,0,0,0,71,19,0
2018-03-01,0,0,0,0,0,0,0,0,0,0,135,31,1
2018-04-01,0,0,0,0,0,0,0,0,0,0,121,38,0
2018-05-01,1,1,0,0,0,0,0,0,0,0,138,34,0
2018-06-01,0,0,0,0,0,0,0,0,0,0,101,30,1
2018-07-01,0,0,0,0,0,0,0,0,0,0,105,18,1
2018-08-01,0,0,0,0,0,0,0,0,0,0,109,32,1
2018-09-01,0,0,0,0,0,0,0,0,0,0,98,29,1
2018-10-01,0,0,1,1,0,0,0,0,1,0,72,11,0
2018-11-01,0,0,0,0,0,0,0,0,0,0,117,22,0
2018-12-01,0,0,0,0,0,0,0,0,0,0,85,20,0
2019-01-01,0,0,0,0,0,0,0,0,0,0,70,18,0
2019-02-01,0,0,0,0,0,0,0,0,0,0,63,21,0
2019-03-01,0,0,0,0,0,0,0,0,0,0,89,23,0
2019-04-01,0,0,0,0,0,0,0,0,0,0,77,29,0
2019-05-01,0,0,0,0,0,0,0,0,0,0,82,17,0
2019-06-01,0,0,0,0,0,0,0,0,0,0,52,21,0
2019-07-01,0,0,0,0,0,0,0,0,0,0,74,17,0
2019-08-01,0,0,0,0,0,0,0,0,0,0,52,18,0
2019-09-01,0,0,0,0,0,0,0,0,0,0,52,20,0
2019-10-01,1,1,0,0,0,0,0,0,0,0,57,9,0
2019-11-01,0,0,0,0,0,0,0,0,0,0,49,11,0
2019-12-01,0,0,0,0,0,0,0,0,0,0,48,11,0
2020-01-01,0,0,0,0,0,0,0,0,0,0,26,7,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,16,5,0
2020-03-01,1,1,0,0,0,0,0,0,0,0,62,15,0
2020-04-01,1,1,0,0,0,0,0,0,0,0,53,6,0
