dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-07-01,81,1,5,3,0,0,9,0,3,3,10,2,4
2015-08-01,205,3,4,4,2,1,9,0,36,58,44,5,7
2015-09-01,183,3,3,3,0,0,16,0,30,55,34,6,2
2015-10-01,64,5,4,4,0,0,12,0,19,78,37,5,0
2015-11-01,77,3,1,0,0,0,4,0,7,31,40,7,5
2015-12-01,105,7,5,4,2,1,12,0,33,55,51,8,4
2016-01-01,124,6,3,3,0,0,6,0,14,159,136,11,6
2016-02-01,104,3,2,1,0,0,3,0,12,85,53,9,8
2016-03-01,82,8,5,4,2,1,13,0,17,62,57,11,4
2016-04-01,30,5,3,3,0,0,6,0,7,9,51,8,2
2016-05-01,185,5,2,2,0,0,6,0,7,105,68,8,1
2016-06-01,30,2,0,0,0,0,0,0,3,9,32,5,0
2016-07-01,63,3,1,1,0,0,2,0,4,5,55,2,1
2016-08-01,20,1,0,0,0,0,0,0,0,0,55,5,5
2016-09-01,36,3,2,2,0,0,4,0,5,5,61,5,0
2016-10-01,23,4,2,2,0,0,4,0,7,8,61,11,0
2016-11-01,124,2,1,1,0,0,2,0,2,2,51,2,3
2016-12-01,3,1,0,0,0,0,0,0,2,0,65,7,5
2017-01-01,13,2,0,0,0,0,0,0,1,3,76,9,2
2017-02-01,27,3,4,3,0,0,5,0,4,3,80,14,2
2017-03-01,53,2,1,2,0,0,3,0,7,6,75,9,6
2017-04-01,28,2,2,2,0,0,2,0,6,7,64,11,0
2017-05-01,17,2,0,0,0,0,0,0,1,1,36,8,1
2017-06-01,11,3,3,3,0,0,4,0,5,3,62,9,3
2017-07-01,30,3,0,0,0,0,0,0,0,0,54,12,2
2017-08-01,35,2,1,1,0,0,6,0,3,8,56,9,3
2017-09-01,21,2,1,1,0,0,2,0,1,1,59,8,1
2017-10-01,29,1,0,0,0,0,0,0,3,3,52,11,0
2017-11-01,29,2,1,1,0,0,2,0,2,6,54,5,3
2017-12-01,117,2,1,1,0,0,0,0,4,9,129,14,3
2018-01-01,120,2,1,1,0,0,2,0,9,33,92,10,1
2018-02-01,106,1,2,2,0,0,4,0,3,4,76,16,1
2018-03-01,168,1,2,2,0,0,4,0,4,4,123,17,3
2018-04-01,67,3,1,1,0,0,6,0,7,15,82,12,3
2018-05-01,108,3,0,0,0,0,0,0,9,14,51,11,0
2018-06-01,54,1,0,0,0,0,0,0,2,0,54,9,5
2018-07-01,54,1,0,0,0,0,0,0,0,0,46,2,0
2018-08-01,40,3,1,1,0,0,4,1,5,6,67,6,0
2018-09-01,29,5,6,6,0,0,18,0,17,29,58,18,1
2018-10-01,59,4,0,0,0,0,0,0,11,6,62,10,1
2018-11-01,11,2,1,0,0,0,2,0,4,3,61,15,0
2018-12-01,4,2,0,0,0,0,0,1,0,2,48,5,0
2019-01-01,0,0,0,0,0,0,0,0,0,0,55,11,1
2019-02-01,16,2,0,1,0,0,2,1,3,31,49,6,2
2019-03-01,23,3,0,0,0,0,0,1,2,1,67,7,0
2019-04-01,26,2,0,0,0,0,0,1,6,11,63,14,0
2019-05-01,12,1,0,0,0,0,0,0,1,1,58,12,0
2019-06-01,6,1,0,0,0,0,0,0,0,0,33,4,0
2019-07-01,8,1,0,0,0,0,0,0,0,0,41,6,0
2019-08-01,8,1,0,0,0,0,0,0,0,0,35,5,0
2019-09-01,33,2,0,0,0,0,0,0,5,0,41,9,1
2019-10-01,17,1,0,0,0,0,0,0,0,0,35,6,0
2019-11-01,15,1,3,1,0,0,12,1,2,6,39,5,0
2019-12-01,26,1,2,1,0,0,4,1,1,2,32,6,1
2020-01-01,24,1,1,1,0,0,2,0,3,17,45,5,1
2020-02-01,113,3,1,0,0,0,14,1,2,22,47,13,0
2020-03-01,46,2,4,2,0,0,16,0,3,15,70,22,1
