dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-07-01,2,2,2,1,1,1,2,0,3,1,2,1,0
2015-08-01,0,0,0,0,0,0,0,0,0,0,2,1,3
2015-09-01,0,0,0,0,0,0,0,0,0,0,2,0,1
2015-10-01,0,0,0,0,0,0,0,0,0,0,2,0,0
2015-11-01,16,1,0,0,0,0,0,0,0,0,2,2,1
2015-12-01,30,2,3,1,1,1,0,0,2,0,17,3,2
2016-01-01,116,4,15,2,13,2,24,0,15,11,571,37,0
2016-02-01,0,0,0,0,0,0,0,0,0,0,91,8,2
2016-03-01,5,2,1,0,0,0,0,0,0,0,104,15,2
2016-04-01,19,2,1,1,2,1,8,0,3,5,41,4,0
2016-05-01,11,3,3,0,3,1,2,0,3,1,22,12,0
2016-06-01,17,2,2,0,2,1,8,0,2,4,41,11,1
2016-07-01,73,4,7,0,7,1,0,0,11,5,32,10,0
2016-08-01,90,5,10,1,8,1,13,0,9,5,38,11,0
2016-09-01,88,3,17,0,18,1,21,0,18,12,35,13,0
2016-10-01,25,1,2,0,2,1,0,0,2,0,35,6,0
2016-11-01,3,2,5,0,2,1,11,0,3,1,19,6,0
2016-12-01,12,5,4,0,6,1,16,0,6,12,35,10,0
2017-01-01,18,3,2,0,2,1,4,0,2,1,33,10,0
2017-02-01,1,1,1,2,0,0,7,0,2,5,33,5,0
2017-03-01,21,4,4,1,0,0,5,0,1,0,43,9,1
2017-04-01,6,2,2,1,3,1,9,0,4,5,28,8,0
2017-05-01,10,3,3,1,2,1,14,0,3,7,33,14,0
2017-06-01,1,1,0,0,0,0,0,0,0,0,45,15,0
2017-07-01,3,1,0,0,0,0,0,0,0,0,28,10,1
2017-08-01,0,0,1,0,0,0,1,0,0,0,23,5,0
2017-09-01,2,1,1,1,0,0,0,0,1,0,30,8,0
2017-10-01,0,0,1,2,0,0,10,0,2,5,23,6,0
2017-11-01,3,2,3,0,3,1,8,0,3,4,29,8,0
2017-12-01,1,1,1,0,0,0,0,0,0,0,47,11,0
2018-01-01,14,6,10,2,10,1,19,0,12,12,38,11,0
2018-02-01,6,2,1,0,1,1,2,0,1,1,25,7,0
2018-03-01,3,2,2,0,1,1,27,0,1,1,34,10,1
2018-04-01,0,0,1,0,0,0,0,1,0,0,12,6,0
2018-05-01,3,2,2,1,1,1,4,0,2,2,28,16,1
2018-06-01,1,1,3,0,1,1,3,1,1,3,26,7,0
2018-07-01,2,2,2,1,2,1,0,0,3,0,20,7,0
2018-08-01,0,0,0,0,0,0,0,0,0,0,24,6,1
2018-09-01,2,2,1,0,1,1,2,0,1,1,31,11,0
2018-10-01,0,0,1,0,0,0,2,0,0,0,25,15,0
2018-11-01,0,0,0,1,0,0,2,0,1,2,32,8,0
2018-12-01,0,0,1,0,0,0,1,0,0,0,30,14,0
2019-01-01,7,2,2,2,1,1,27,0,3,14,58,11,0
2019-02-01,3,2,1,0,1,1,0,0,1,0,27,7,0
2019-03-01,0,0,0,0,0,0,0,0,0,0,24,6,0
2019-04-01,0,0,0,0,0,0,0,0,0,0,21,16,0
2019-05-01,1,1,0,0,0,0,0,0,0,0,21,10,0
2019-06-01,0,0,0,1,0,0,25,0,1,25,18,5,0
2019-07-01,2,2,2,0,2,1,0,0,3,2,14,6,0
2019-08-01,3,2,2,0,2,1,4,0,3,2,83,74,2
