dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-07-01,184,7,7,1,6,1,20,0,11,50,733,26,0
2016-08-01,57,4,5,0,4,1,24,0,6,13,68,4,0
2016-09-01,9,3,1,0,2,1,2,0,2,2,17,1,0
2016-10-01,9,2,1,0,1,1,2,0,5,17,8,0,0
2016-11-01,1,1,1,0,0,0,2,0,0,0,6,1,0
2016-12-01,15,2,2,1,1,1,2,0,5,6,27,1,0
2017-01-01,12,2,1,0,1,1,2,0,1,1,72,4,0
2017-02-01,0,0,0,0,0,0,0,0,0,0,6,0,0
2017-03-01,0,0,0,0,0,0,0,0,0,0,4,0,0
2017-04-01,26,2,2,0,2,1,6,0,2,3,11,3,0
2017-05-01,33,2,3,0,4,1,4,0,4,3,18,2,0
2017-06-01,1,1,1,1,0,0,4,0,1,2,189,4,0
2017-07-01,29,4,5,0,5,1,4,0,6,11,129,4,0
2017-08-01,12,2,3,0,3,1,22,0,4,12,47,3,0
2017-09-01,44,3,6,1,5,1,18,0,9,12,32,3,0
2017-10-01,37,2,9,2,7,1,22,1,13,29,54,5,0
2017-11-01,22,2,5,1,4,1,2,0,11,21,27,2,0
2017-12-01,3,1,3,1,2,1,0,0,4,2,27,0,0
2018-01-01,3,1,0,0,0,0,0,0,2,9,41,1,0
2018-02-01,15,2,6,1,5,1,6,0,10,11,54,4,0
2018-03-01,2,2,2,0,2,1,8,0,4,6,18,6,0
2018-04-01,8,2,1,0,1,1,2,0,1,1,16,0,0
2018-05-01,1,1,1,0,1,1,2,0,2,4,21,2,0
2018-06-01,0,0,0,0,0,0,0,0,0,0,18,2,0
2018-07-01,2,2,1,0,1,1,2,0,1,1,16,4,0
2018-08-01,5,1,2,0,2,1,0,0,4,7,42,2,0
2018-09-01,0,0,0,0,0,0,0,0,0,0,25,1,0
2018-10-01,6,1,5,1,4,1,6,0,7,5,24,1,1
2018-11-01,2,2,2,0,2,1,2,0,2,1,15,2,0
2018-12-01,0,0,0,0,0,0,0,0,0,0,14,0,0
2019-01-01,2,2,1,0,1,1,2,0,1,1,61,0,0
2019-02-01,4,2,2,0,1,1,6,0,2,4,38,2,0
2019-03-01,19,3,4,1,4,1,10,0,10,30,49,4,0
2019-04-01,0,0,0,0,0,0,0,0,0,0,34,0,0
2019-05-01,5,2,5,1,4,1,4,0,6,4,46,4,0
2019-06-01,4,1,1,0,1,1,0,0,3,8,30,2,0
2019-07-01,5,2,4,1,3,1,0,0,5,3,25,0,0
2019-08-01,6,2,4,1,3,1,10,0,6,10,23,2,0
2019-09-01,0,0,0,0,0,0,0,0,0,0,20,1,0
2019-10-01,0,0,0,0,0,0,0,0,0,0,21,0,0
2019-11-01,9,2,5,1,4,1,8,0,8,4,25,1,0
2019-12-01,4,1,3,1,2,1,4,0,4,11,37,0,0
2020-01-01,2,2,1,0,1,1,4,0,1,2,13,2,0
2020-02-01,4,4,4,0,4,1,8,0,4,4,25,4,0
2020-03-01,9,2,6,1,7,1,6,0,6,6,16,0,0
