dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-01-01,58,2,28,0,28,1,0,0,45,12,0,1,2
2016-02-01,87,1,29,1,28,1,24,0,31,12,12,1,0
2016-03-01,187,1,18,0,18,1,28,0,46,41,53,0,0
2016-04-01,136,1,7,0,7,1,16,0,49,91,40,2,0
2016-05-01,118,7,15,2,13,1,52,0,67,112,64,7,0
2016-06-01,104,4,12,0,12,1,26,0,64,117,36,4,1
2016-07-01,15,4,6,0,4,1,37,0,9,28,16,7,0
2016-08-01,74,3,13,0,13,1,22,0,48,110,19,2,0
2016-09-01,121,10,22,0,20,1,108,0,50,218,20,7,0
2016-10-01,111,7,32,3,29,1,146,0,63,184,28,10,0
2016-11-01,21,5,9,0,9,1,27,0,22,88,31,6,0
2016-12-01,46,7,31,7,26,1,87,0,51,104,20,5,0
2017-01-01,48,7,18,2,18,2,79,0,29,64,15,5,0
2017-02-01,42,5,17,1,15,3,83,0,42,159,21,6,0
2017-03-01,96,12,64,10,55,3,131,0,125,255,23,9,0
2017-04-01,29,4,17,3,14,1,70,1,37,106,17,4,0
2017-05-01,33,8,15,0,15,2,26,0,34,93,18,6,0
2017-06-01,31,3,14,1,12,2,61,0,28,102,15,3,0
2017-07-01,24,7,7,0,5,1,69,0,32,120,15,5,0
2017-08-01,32,5,11,2,10,2,37,1,22,51,14,3,0
2017-09-01,17,6,11,2,6,1,49,0,15,39,16,7,0
2017-10-01,9,4,3,1,4,1,11,0,8,13,12,2,0
2017-11-01,12,3,4,0,2,1,11,0,4,11,9,2,0
2017-12-01,21,6,5,0,7,1,11,0,9,13,12,3,0
2018-01-01,12,4,5,1,3,1,24,0,9,32,12,2,0
2018-02-01,13,6,4,0,4,1,4,0,7,8,15,2,0
2018-03-01,20,3,3,3,4,1,81,0,21,136,11,2,1
2018-04-01,83,8,18,2,14,1,139,0,28,98,15,6,0
2018-05-01,116,8,25,1,25,2,113,4,184,610,20,6,0
2018-06-01,31,3,11,0,9,2,14,1,21,86,12,2,0
2018-07-01,24,5,4,2,2,1,9,1,8,12,16,2,0
2018-08-01,46,9,12,2,9,1,79,3,14,35,19,5,0
2018-09-01,48,5,14,3,15,2,96,1,31,117,18,0,0
2018-10-01,12,4,6,1,4,1,42,1,7,32,11,5,0
2018-11-01,15,4,6,0,5,1,14,0,10,26,15,4,0
2018-12-01,17,6,6,1,6,1,5,0,21,37,15,7,0
2019-01-01,30,5,18,0,8,1,43,2,9,21,13,4,0
2019-02-01,46,5,11,3,17,2,46,1,24,34,13,3,0
2019-03-01,11,2,8,0,5,2,18,4,8,14,9,3,0
2019-04-01,42,9,5,1,3,1,21,4,13,37,8,2,0
2019-05-01,14,5,4,0,2,1,8,1,6,17,21,6,0
2019-06-01,24,7,11,3,7,2,54,0,14,29,15,6,0
2019-07-01,11,3,5,1,5,1,7,5,14,49,12,2,0
2019-08-01,37,8,16,0,16,1,23,3,27,50,16,10,0
2019-09-01,27,5,8,4,9,2,61,3,16,56,11,2,0
2019-10-01,50,7,13,1,13,3,77,4,32,116,38,5,0
2019-11-01,66,7,18,4,15,3,116,1,35,103,24,3,0
2019-12-01,71,7,35,3,29,4,50,2,36,61,16,5,0
2020-01-01,112,6,29,2,30,4,112,4,51,128,13,6,0
2020-02-01,143,6,70,5,62,4,201,4,93,181,12,2,0
2020-03-01,173,5,55,2,55,3,135,11,85,231,12,5,1
2020-04-01,99,5,58,1,49,3,120,3,72,141,20,4,0
