dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-08-01,72,3,5,0,5,2,22,2,17,57,399,54,2
2015-09-01,12,3,1,1,0,0,2,0,1,1,190,33,3
2015-10-01,1,1,0,0,0,0,0,0,0,0,39,11,3
2015-11-01,1,1,0,0,0,0,0,0,0,0,43,5,3
2015-12-01,2,2,1,0,1,1,2,0,1,1,40,17,1
2016-01-01,0,0,0,0,0,0,0,0,0,0,35,10,4
2016-02-01,0,0,0,0,0,0,0,0,0,0,65,6,1
2016-03-01,0,0,0,0,0,0,0,0,0,0,67,11,1
2016-04-01,0,0,0,0,0,0,0,0,0,0,72,16,0
2016-05-01,0,0,0,0,0,0,0,0,0,0,38,9,5
2016-06-01,0,0,0,0,0,0,0,0,0,0,47,13,1
2016-07-01,0,0,0,0,0,0,0,0,0,0,62,17,1
2016-08-01,0,0,0,0,0,0,0,0,0,0,49,8,2
2016-09-01,0,0,0,0,0,0,0,0,0,0,37,7,1
2016-10-01,0,0,0,0,0,0,0,0,0,0,33,7,6
2016-11-01,1,1,0,0,0,0,0,0,0,0,45,11,2
2016-12-01,2,2,1,0,1,1,0,0,1,0,33,7,1
2017-01-01,0,0,0,0,0,0,0,0,0,0,40,13,1
2017-02-01,0,0,0,0,0,0,0,0,0,0,40,18,1
2017-03-01,0,0,0,0,0,0,0,0,0,0,49,11,0
2017-04-01,0,0,0,0,0,0,0,0,0,0,32,5,0
2017-05-01,0,0,0,0,0,0,0,0,0,0,20,2,2
2017-06-01,0,0,0,0,0,0,0,0,0,0,26,12,0
2017-07-01,0,0,0,0,0,0,0,0,0,0,30,7,1
2017-08-01,0,0,0,0,0,0,0,0,0,0,33,10,1
2017-09-01,0,0,0,0,0,0,0,0,0,0,26,8,0
2017-10-01,0,0,0,0,0,0,0,0,0,0,26,4,1
2017-11-01,0,0,0,0,0,0,0,0,0,0,26,3,0
2017-12-01,0,0,0,0,0,0,0,0,0,0,23,10,0
2018-01-01,0,0,0,0,0,0,0,1,0,0,37,10,0
2018-02-01,0,0,0,0,0,0,0,0,0,0,24,2,0
2018-03-01,11,2,0,0,0,0,0,0,0,0,28,118,4
