dates,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-11-01,84,1,0,0,0,0,0,0,5,22,4,1,0
2015-12-01,44,1,0,0,0,0,0,0,3,6,2,1,0
2016-01-01,37,1,0,0,0,0,0,0,4,29,183,7,1
2016-02-01,13,1,0,0,0,0,0,0,0,0,4,1,0
2016-03-01,2,1,0,0,0,0,0,0,0,0,10,0,0
2016-04-01,12,1,0,0,0,0,0,0,1,4,7,0,2
2016-05-01,37,2,1,1,0,0,4,0,6,43,9,1,0
2016-06-01,68,1,0,0,0,0,0,0,4,25,4,1,1
2016-07-01,35,1,0,0,0,0,0,0,3,6,11,0,1
2016-08-01,2,1,0,0,0,0,0,0,2,11,10,2,0
2016-09-01,55,1,1,0,0,0,8,1,3,33,16,3,0
2016-10-01,98,3,2,2,1,1,12,0,17,113,13,1,1
2016-11-01,41,1,0,0,0,0,0,0,5,27,10,1,0
2016-12-01,17,1,1,1,0,0,0,0,3,9,11,0,1
2017-01-01,18,1,0,0,0,0,0,0,2,11,93,3,1
2017-02-01,44,2,1,0,1,1,2,0,7,30,57,0,0
2017-03-01,49,3,4,2,1,1,15,0,10,58,18,1,0
2017-04-01,19,2,1,1,0,0,10,0,9,72,11,0,0
2017-05-01,48,2,1,0,1,1,12,1,11,135,15,3,0
2017-06-01,37,2,1,0,1,1,0,0,9,36,9,0,0
2017-07-01,21,2,0,1,0,0,1,0,13,240,12,2,1
2017-08-01,18,1,0,0,0,0,0,0,4,11,7,0,0
2017-09-01,15,1,0,0,0,0,0,0,5,45,9,0,0
2017-10-01,13,1,0,0,0,0,0,0,9,59,16,0,0
2017-11-01,34,2,10,0,9,1,58,2,24,124,18,3,0
2017-12-01,29,3,5,0,6,1,22,0,11,38,23,2,0
2018-01-01,24,3,3,1,2,1,10,1,13,120,10,2,0
2018-02-01,32,3,5,2,3,1,22,0,14,54,18,5,0
2018-03-01,32,1,0,0,0,0,0,0,12,102,16,2,0
2018-04-01,21,2,1,0,1,1,4,0,9,40,15,3,0
2018-05-01,12,2,3,2,0,0,28,1,8,71,15,2,0
2018-06-01,11,2,1,2,0,0,96,1,6,63,26,4,0
2018-07-01,38,2,0,0,0,0,0,0,5,38,34,5,0
2018-08-01,21,1,0,0,0,0,0,0,7,53,13,1,0
2018-09-01,22,1,0,0,0,0,0,1,4,25,19,2,0
2018-10-01,10,2,1,1,0,0,20,3,3,40,18,3,0
2018-11-01,2,1,0,0,0,0,0,0,5,30,27,2,0
2018-12-01,15,2,12,1,8,1,63,2,16,70,29,2,0
2019-01-01,151,2,22,7,18,1,145,4,52,198,39,5,0
2019-02-01,9,1,1,0,0,0,17,1,10,98,53,2,1
2019-03-01,20,3,2,1,2,1,29,2,19,104,36,5,0
2019-04-01,10,2,2,1,1,1,4,1,9,24,21,2,0
2019-05-01,14,2,1,1,0,0,2,1,5,41,23,4,0
2019-06-01,0,0,0,0,0,0,0,2,1,8,28,4,0
2019-07-01,1,1,1,0,1,1,2,1,2,3,19,1,0
2019-08-01,3,1,2,0,0,0,6,1,4,51,36,7,0
2019-09-01,13,4,6,4,3,1,27,1,17,58,29,4,0
2019-10-01,13,1,2,0,0,0,12,1,2,22,75,6,0
2019-11-01,12,1,0,1,0,0,1,0,5,10,42,4,0
2019-12-01,5,2,2,1,1,1,12,0,5,13,33,2,0
2020-01-01,2,1,0,1,0,0,11,0,13,64,40,4,0
2020-02-01,14,2,0,1,0,0,9,1,7,62,27,2,0
2020-03-01,0,0,1,0,0,0,5,3,3,68,21,4,0
2020-04-01,27,1,1,0,1,1,7,0,6,13,17,2,0
