,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
project0573.csv,51.0,3.0,16.0,1.0,12.0,1.0,20.0,1.0,20.0,22.0,6.0,0.0
project0574.csv,3.0,2.0,1.5,0.0,1.0,1.0,1.0,0.0,18.0,39.5,13.5,0.0
project0575.csv,18.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,60.0,129.0,19.0,0.0
project0576.csv,1.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,17.0,26.0,7.0,0.0
project0577.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,5.0,0.0
project0578.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,25.0,5.5,1.0
project0579.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,10.0,0.0
project0580.csv,80.0,10.0,29.0,3.0,23.0,2.0,47.0,1.0,46.0,27.0,5.0,0.0
project0581.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,50.0,11.0,0.0
project0582.csv,82.5,10.0,16.0,4.0,10.0,2.0,88.0,0.0,148.0,135.0,27.0,1.0
project0583.csv,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,4.0,0.0
project0584.csv,22.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,14.5,63.5,7.0,1.0
project0585.csv,34.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,9.0,29.5,5.0,0.0
project0586.csv,53.0,6.0,15.0,4.0,8.0,1.0,53.0,0.0,46.0,65.0,21.0,2.0
project0587.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,41.0,4.0,0.0
project0588.csv,17.0,3.0,4.0,2.0,2.5,1.0,6.0,0.0,14.0,12.5,10.0,0.0
project0589.csv,25.5,3.0,5.5,0.0,4.5,1.5,3.0,0.0,16.5,21.0,2.0,0.0
project0590.csv,17.0,2.0,1.5,0.0,1.0,1.0,3.0,1.0,27.5,15.0,2.0,0.0
project0591.csv,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,172.0,66.0,4.0
project0592.csv,16.5,3.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,63.0,5.5,0.0
project0593.csv,22.0,5.0,11.0,1.0,10.0,1.0,23.0,0.0,76.0,123.0,13.0,0.0
project0594.csv,24.0,8.0,18.0,3.0,14.0,2.0,48.5,0.5,145.0,50.5,27.5,1.0
project0595.csv,18.0,4.0,7.0,1.0,6.0,3.0,24.0,1.0,24.0,28.0,4.0,0.0
project0596.csv,7.0,3.0,3.0,0.0,2.0,1.0,20.5,0.0,15.0,47.0,4.0,0.0
project0597.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,2.0,0.0
project0598.csv,16.5,2.0,4.0,0.0,3.0,1.0,5.0,0.0,20.0,11.5,2.0,0.0
project0599.csv,12.0,2.0,4.0,0.0,4.0,1.0,10.0,0.0,12.0,78.0,9.0,0.0
project0600.csv,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0
project0601.csv,13.0,3.0,12.0,5.0,1.0,1.0,60.0,5.0,63.0,14.0,2.0,0.0
project0602.csv,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,2.0,0.0
project0603.csv,74.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,8.0,0.0
project0604.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
project0605.csv,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,32.0,13.0,1.0
project0606.csv,59.5,4.0,3.0,1.0,0.0,0.0,8.5,0.0,13.5,33.5,5.0,0.0
project0607.csv,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,122.0,31.0,1.0
project0608.csv,50.0,9.0,10.0,1.0,8.0,2.0,25.0,0.0,36.0,2.0,1.0,0.0
project0609.csv,24.0,3.0,10.0,1.0,8.0,2.0,53.0,0.0,37.0,6.0,2.0,0.0
project0610.csv,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,8.0,0.0
project0611.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,7.0,0.0
project0612.csv,104.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,76.0,60.0,11.0,0.0
project0613.csv,9.0,3.0,3.0,0.0,2.0,1.0,16.0,1.0,27.0,80.0,13.0,0.0
project0614.csv,116.0,7.0,14.0,1.0,12.0,2.0,101.0,1.0,136.0,87.0,11.0,0.0
project0615.csv,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,28.0,5.0,0.0
project0616.csv,4.5,1.0,1.0,0.0,0.5,0.5,2.0,1.0,6.0,42.5,4.5,0.0
project0617.csv,35.5,2.0,2.0,0.0,2.0,1.0,7.0,4.0,33.0,227.0,42.5,1.0
project0618.csv,31.0,3.0,2.0,0.0,1.0,1.0,7.0,7.0,141.5,6.0,4.0,0.0
project0619.csv,22.0,4.0,4.0,0.0,3.0,1.0,16.0,1.0,38.0,72.0,18.0,1.0
project0620.csv,14.0,2.0,2.0,0.0,1.0,1.0,5.0,1.0,39.0,20.0,4.0,1.0
project0621.csv,101.0,11.0,3.0,1.0,1.0,1.0,6.0,4.0,452.0,19.0,10.0,1.0
project0622.csv,37.0,7.0,31.0,3.0,27.0,4.0,106.0,6.0,85.0,21.0,4.0,0.0
project0623.csv,98.0,31.0,103.0,9.0,88.0,3.0,663.0,0.0,455.0,128.0,34.0,2.0
project0624.csv,39.0,4.0,2.0,0.0,2.0,1.0,6.0,0.0,49.0,103.0,7.0,0.0
project0625.csv,103.5,18.0,62.0,11.5,53.5,2.0,695.5,0.5,695.0,197.5,86.0,1.0
project0626.csv,10.0,2.0,1.0,0.0,0.5,0.5,2.0,4.0,24.0,28.0,4.0,0.0
project0627.csv,38.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,155.0,239.0,16.0,0.0
project0628.csv,115.0,14.0,41.5,4.0,37.5,3.0,123.5,5.0,161.5,29.0,9.5,0.0
project0629.csv,22.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0,24.0,19.0,3.0,0.0
project0630.csv,46.5,6.0,0.5,0.0,0.0,0.0,0.0,1.0,190.5,31.5,6.0,0.0
project0631.csv,58.0,11.0,15.0,4.0,11.0,1.0,65.0,1.0,392.0,212.0,60.0,5.0
project0632.csv,160.0,9.0,47.5,3.0,42.0,1.0,303.0,10.5,277.5,48.0,4.0,0.0
project0633.csv,11.0,3.5,6.0,2.0,1.0,1.0,12.5,0.0,33.0,54.5,26.0,1.0
project0634.csv,41.5,17.0,20.0,3.0,17.0,1.0,27.0,7.0,79.0,29.0,35.0,0.0
project0635.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,22.0,1.0
project0636.csv,22.0,5.0,16.0,1.0,17.0,4.0,26.0,0.0,25.0,83.0,16.0,0.0
project0637.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0
project0638.csv,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,135.0,5.0,0.0
project0639.csv,19.0,6.0,20.0,2.0,16.0,2.0,77.0,0.0,48.0,29.0,6.0,0.0
project0640.csv,20.5,2.0,7.0,0.0,4.5,1.0,7.5,1.0,16.5,8.5,1.0,0.0
project0641.csv,7.0,2.0,15.0,1.0,3.0,1.0,6.0,0.0,15.0,15.0,2.0,0.0
project0642.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,0.0
project0643.csv,11.0,2.0,1.0,0.0,1.0,1.0,10.0,3.0,26.0,24.0,4.0,0.0
project0644.csv,27.0,2.0,3.0,1.0,2.0,1.0,10.0,0.0,40.0,331.0,39.0,2.0
project0645.csv,40.5,5.5,0.0,0.0,0.0,0.0,0.0,9.0,70.0,14.5,6.5,0.0
project0646.csv,87.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,36.0,19.0,2.0,0.0
project0647.csv,87.0,11.0,22.0,2.0,19.0,2.0,62.0,3.0,471.0,71.0,10.0,1.0
project0648.csv,33.0,8.0,11.0,2.0,10.0,4.0,99.0,9.0,140.0,78.0,19.0,0.0
project0649.csv,12.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,23.0,34.0,10.0,0.0
project0650.csv,20.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,46.0,92.0,12.0,1.0
project0651.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,0.5
project0652.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,125.0,26.0,2.0
project0653.csv,24.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,48.0,25.0,7.0,0.0
project0654.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.5,2.0,0.0
project0655.csv,33.0,10.0,37.0,2.0,31.0,5.0,169.0,0.0,116.0,45.0,6.0,0.0
project0656.csv,6.5,1.0,1.0,0.0,0.0,0.0,0.0,6.0,26.0,50.5,18.0,1.0
project0657.csv,15.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,43.0,79.0,16.0,1.0
project0658.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0
project0659.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,73.0,12.0,0.0
project0660.csv,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,66.0,6.0,0.0
project0661.csv,27.0,2.0,2.0,0.0,2.0,1.0,6.0,0.0,22.0,21.0,0.0,0.0
project0662.csv,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,0.0
project0663.csv,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,44.0,8.0,0.0
project0664.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,12.0,98.0,29.0,2.0
project0665.csv,49.5,7.0,9.0,1.0,8.0,1.0,59.5,0.0,46.5,58.5,8.0,0.0
project0666.csv,24.0,3.0,11.0,0.0,10.0,2.0,35.0,0.0,69.0,22.0,1.0,0.0
project0667.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.0
project0668.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
project0669.csv,21.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,16.0,2.0,0.0
project0670.csv,89.0,7.0,11.0,4.0,7.0,3.0,114.0,4.0,255.0,69.0,14.0,1.0
project0671.csv,5.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,4.0,25.0,2.0,0.0
project0672.csv,43.0,4.0,8.0,1.0,7.0,2.0,48.0,6.0,90.0,94.0,7.0,0.0
project0673.csv,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,18.0,4.0,0.0
project0674.csv,15.5,3.0,7.5,0.0,5.0,1.0,18.0,12.5,53.5,31.5,8.0,0.0
project0675.csv,79.5,1.0,1.0,0.0,0.0,0.0,2.0,0.0,157.5,182.0,10.0,0.0
project0676.csv,33.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,70.0,122.0,13.0,0.0
project0677.csv,8.0,2.0,2.0,0.0,1.0,1.0,6.0,3.0,59.0,39.0,2.0,0.0
project0678.csv,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,128.0,15.0,0.0
project0679.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,53.0,12.0,0.0
project0680.csv,24.0,2.0,19.0,1.0,17.0,2.0,47.0,0.0,24.0,8.0,1.0,0.0
project0681.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0
project0682.csv,106.0,7.0,28.0,2.0,25.0,3.0,62.0,1.0,52.0,26.0,5.0,0.0
project0683.csv,118.5,4.0,12.0,2.5,8.5,1.0,42.5,0.0,271.0,202.5,11.0,0.0
project0684.csv,14.0,5.0,7.0,1.0,6.0,2.0,47.0,1.0,48.0,263.0,27.0,2.0
project0685.csv,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,4.0,0.0
project0686.csv,64.0,8.0,15.0,8.0,6.0,1.0,186.0,0.0,592.0,51.0,30.0,1.0
project0687.csv,13.5,2.0,2.0,0.0,1.0,1.0,6.5,2.0,24.0,20.5,4.0,0.0
project0688.csv,4.0,2.0,2.0,0.0,1.0,1.0,3.5,0.0,8.5,58.0,11.0,0.0
project0689.csv,16.0,5.0,12.0,1.0,9.0,2.0,76.0,0.0,102.0,105.0,9.0,0.0
project0690.csv,16.0,3.0,2.0,0.0,2.0,1.0,5.5,0.0,28.0,65.5,7.0,0.0
project0691.csv,27.5,5.0,7.5,0.0,6.0,1.0,34.0,0.0,73.0,42.5,5.0,0.0
project0692.csv,107.0,13.0,64.0,5.0,58.0,8.0,43.0,4.0,150.0,129.0,15.0,1.0
project0693.csv,42.5,6.0,4.0,1.0,2.0,1.0,5.5,2.0,109.0,165.5,21.0,0.0
project0694.csv,233.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,1.0
project0695.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.5,20.5,1.0,0.0
project0696.csv,56.0,5.0,6.0,2.0,3.0,1.0,13.0,5.0,69.0,130.0,10.0,0.0
project0697.csv,6.0,2.0,3.0,0.0,2.0,1.0,9.0,4.0,31.0,64.0,8.0,0.0
project0698.csv,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,41.0,3.0,0.0
project0699.csv,25.0,7.0,12.0,2.0,10.0,1.0,123.0,0.0,120.0,45.0,14.0,0.0
project0700.csv,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,40.0,4.0,0.0
project0701.csv,10.5,3.5,6.0,0.0,4.0,1.0,18.0,3.0,61.5,129.0,12.5,0.0
project0702.csv,44.5,8.0,16.5,1.0,15.0,2.0,133.0,0.0,91.5,21.5,10.5,0.0
project0703.csv,12.0,3.0,8.5,1.0,6.5,1.0,12.0,0.0,35.0,45.5,17.0,0.0
project0704.csv,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,28.0,6.0,0.0
project0705.csv,46.5,6.0,2.0,0.0,2.0,2.0,6.0,0.0,48.0,11.0,1.0,0.0
project0706.csv,56.5,8.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,19.5,2.0,0.0
project0707.csv,10.0,2.0,2.0,0.0,2.0,1.0,4.0,2.0,19.0,33.0,4.0,0.0
project0708.csv,9.5,1.0,3.5,0.0,2.0,1.0,2.0,0.0,17.5,101.0,34.0,0.0
project0709.csv,4.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,80.5,17.5,1.5
project0710.csv,196.0,14.0,1.0,0.0,1.0,1.0,4.0,3.0,68.0,20.0,3.0,0.0
project0711.csv,8.0,2.0,3.0,0.0,2.0,1.0,10.0,2.0,15.0,18.0,2.0,0.0
project0712.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,42.0,4.0,0.0
project0713.csv,63.5,10.0,29.0,3.0,25.5,1.0,127.5,0.0,69.0,138.0,18.5,1.5
project0714.csv,8.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,16.0,22.0,3.0,0.0
project0715.csv,24.0,11.0,19.0,4.0,15.0,1.0,27.0,1.0,59.0,180.0,63.0,1.0
project0716.csv,38.0,6.0,13.5,4.0,6.5,1.0,24.0,0.0,145.0,182.0,44.5,1.0
project0717.csv,12.0,4.0,3.0,0.0,3.0,1.0,0.0,1.0,6.0,41.0,12.0,0.0
project0718.csv,16.5,4.0,6.0,2.0,4.0,1.0,25.5,0.0,73.0,58.5,9.0,0.0
project0719.csv,34.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0
project0720.csv,66.5,4.5,9.0,1.0,8.5,2.0,27.5,0.0,157.0,128.0,7.0,0.0
project0721.csv,8.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
project0722.csv,147.0,6.0,27.0,5.0,20.0,3.0,65.0,1.0,91.0,34.0,5.0,1.0
project0723.csv,7.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,22.0,1.0
project0724.csv,10.0,5.0,9.0,1.0,6.0,1.0,34.0,1.0,45.0,57.0,9.0,0.0
project0725.csv,35.0,5.0,23.0,1.0,14.0,1.0,58.0,1.0,48.0,15.0,4.0,0.0
project0726.csv,18.0,3.0,2.0,0.0,2.0,1.0,8.0,0.0,17.0,15.0,4.5,0.0
project0727.csv,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,154.0,9.0,0.0
project0728.csv,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,46.0,3.0,0.0
project0729.csv,26.0,7.0,16.5,1.0,12.5,5.0,36.5,1.0,25.0,5.0,5.0,0.0
project0730.csv,10.5,2.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,15.0,2.0,0.0
project0731.csv,7.5,1.0,2.0,2.0,0.0,0.0,13.0,0.0,28.5,30.0,9.0,0.0
project0732.csv,34.0,8.0,21.0,3.0,15.0,3.0,137.0,4.0,114.0,22.0,11.0,0.0
project0733.csv,9.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.5,2.0,0.0
project0734.csv,14.0,2.0,1.5,0.0,1.0,1.0,6.0,0.0,27.0,41.5,4.0,0.0
project0735.csv,25.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,38.0,4.0,0.0
project0736.csv,158.5,14.5,7.0,2.0,3.0,1.0,11.0,0.0,441.5,78.0,49.0,1.0
project0737.csv,67.0,5.0,37.0,3.0,32.0,1.0,135.0,0.0,210.0,38.0,9.0,0.0
project0738.csv,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,5.0,0.0
project0739.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,0.0
project0740.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,44.0,9.0,0.0
project0741.csv,31.0,5.0,15.0,1.0,11.0,1.0,43.0,0.0,80.0,20.0,2.0,0.0
project0742.csv,122.0,6.0,27.0,3.0,29.0,2.0,56.0,0.0,86.0,17.0,6.0,1.0
project0743.csv,20.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,10.0,13.0,2.0,0.0
project0744.csv,5.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,16.0,142.0,25.0,1.0
project0745.csv,19.0,7.0,24.0,2.0,17.0,3.0,86.0,2.0,111.0,80.0,8.0,0.0
project0746.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0
project0747.csv,90.5,8.0,22.5,2.0,22.5,3.0,123.5,3.0,98.5,74.5,11.0,1.0
project0748.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0
project0749.csv,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,25.0,2.0
project0750.csv,16.0,2.0,3.0,0.0,1.0,1.0,2.0,7.0,43.0,72.0,16.0,3.0
project0751.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,5.0,0.0
project0752.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
project0753.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,5.0,0.0
project0754.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,25.0,4.0,0.0
project0755.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,0.0
project0756.csv,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,5.0,1.0
project0757.csv,7.0,3.0,2.0,0.0,2.0,1.0,10.0,0.0,51.0,20.0,3.0,0.0
project0758.csv,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
project0759.csv,14.5,2.0,2.0,1.0,1.0,1.0,1.5,2.0,58.0,10.5,12.0,4.0
project0760.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,8.0,48.5,13.5,0.0
project0761.csv,49.0,9.0,15.0,1.0,15.0,1.0,69.0,0.0,102.0,54.0,6.0,0.0
project0762.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,1.0
project0763.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,38.5,11.0,1.0
project0764.csv,29.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0,162.0,16.0,3.0,0.0
project0765.csv,24.0,5.0,14.0,1.0,14.0,3.0,15.0,0.0,19.0,25.5,3.0,5.0
project0766.csv,9.0,2.0,2.0,1.0,1.0,1.0,6.5,0.0,64.5,43.5,6.5,2.0
project0767.csv,13.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.5,7.0,0.0,0.0
project0768.csv,4.5,1.0,3.0,0.0,2.0,1.0,9.0,2.0,22.5,25.5,1.5,0.0
project0769.csv,73.0,5.0,2.0,0.0,1.0,1.0,4.5,0.0,173.0,70.5,18.5,0.0
project0770.csv,36.0,7.0,31.0,2.0,30.0,7.0,118.0,6.0,78.0,15.0,2.0,0.0
project0771.csv,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,46.0,3.0,0.0
project0772.csv,10.0,3.0,3.0,0.0,3.0,1.0,11.5,0.0,15.0,58.5,7.5,0.0
project0773.csv,34.5,1.0,1.5,0.0,1.0,1.0,1.5,0.0,35.5,26.0,5.0,0.0
project0774.csv,22.0,6.5,16.5,2.0,12.5,3.0,25.0,5.0,48.5,263.5,58.0,3.5
project0775.csv,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,28.0,4.0,0.0
project0776.csv,8.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,34.0,5.0,0.0
project0777.csv,94.0,8.0,13.0,3.0,10.0,1.0,56.0,1.0,416.0,68.0,11.0,0.0
project0778.csv,25.0,3.0,3.0,0.0,3.0,1.0,12.0,25.0,162.5,231.5,16.0,1.0
project0779.csv,8.0,3.0,3.0,0.0,2.0,1.0,6.0,6.0,38.0,36.0,9.0,0.0
project0780.csv,92.0,6.0,28.0,3.0,28.0,2.0,109.0,3.0,164.0,10.0,2.0,0.0
project0781.csv,32.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,26.0,40.0,8.0,0.0
project0782.csv,187.0,8.0,2.5,0.0,2.5,1.0,3.0,0.0,176.0,8.0,3.0,0.0
project0783.csv,7.5,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,49.5,12.5,0.0
project0784.csv,78.5,4.0,1.0,0.0,0.0,0.0,0.0,2.0,34.0,6.0,1.0,0.0
project0785.csv,46.0,6.0,10.0,2.5,8.0,2.0,28.0,1.0,106.0,52.5,9.5,0.0
project0786.csv,37.0,2.0,4.0,0.0,3.0,1.0,8.0,0.0,27.0,43.0,4.0,0.0
project0787.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28.0,10.0,0.0
project0788.csv,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,26.5,5.0,1.0
project0789.csv,5.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0,38.0,53.0,6.0,0.0
project0790.csv,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,17.0,3.0,0.0
project0791.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,51.0,7.0,0.0
project0792.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,10.0,0.0
project0793.csv,34.0,6.0,9.0,1.0,7.0,1.0,26.0,1.0,55.0,20.5,4.0,0.0
project0794.csv,3.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,14.0,2.0,0.0
project0795.csv,12.0,2.0,8.0,1.0,7.0,1.0,9.0,0.0,14.0,14.0,4.0,0.0
project0796.csv,25.0,1.0,1.0,0.0,0.5,0.5,4.0,0.0,32.5,48.0,3.0,0.0
project0797.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.5,4.0,0.0
project0798.csv,71.0,11.0,3.0,3.0,0.0,0.0,14.0,0.0,64.0,234.0,46.0,3.0
project0799.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,19.0,1.0
project0800.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.5,9.5,0.0
project0801.csv,43.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,83.0,123.0,7.0,0.0
project0802.csv,25.0,4.0,9.0,1.0,6.5,1.0,26.5,4.0,63.5,134.5,29.5,3.0
project0803.csv,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,154.0,32.0,1.0
project0804.csv,10.5,1.0,4.0,0.0,4.0,1.0,0.0,4.0,9.0,27.0,7.0,0.0
project0805.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,8.0,125.5,27.5,2.0
project0806.csv,121.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,156.5,7.0,2.0,0.0
project0807.csv,74.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,7.0,2.0,0.0
project0808.csv,22.0,3.0,3.5,0.0,3.0,1.0,16.5,1.0,60.0,47.5,4.0,0.0
project0809.csv,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,17.0,1.0,0.0
project0810.csv,38.0,4.0,9.0,1.0,8.0,1.0,40.0,2.0,53.0,28.0,9.0,1.0
project0811.csv,16.5,6.0,18.5,1.0,16.0,3.0,65.5,0.0,75.5,20.0,3.0,0.0
project0812.csv,51.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,210.0,6.0,3.0,0.0
project0813.csv,29.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0
project0814.csv,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,1.0,0.0
project0815.csv,88.0,7.0,3.0,1.0,1.0,1.0,4.0,2.0,407.0,18.0,3.0,0.0
project0816.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,35.0,5.0,0.0
project0817.csv,6.0,2.5,1.0,0.0,0.0,0.0,1.5,4.0,24.5,29.5,9.0,0.0
project0818.csv,88.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,11.0,1.0,0.0
project0819.csv,49.0,5.0,9.0,1.0,7.0,2.0,46.0,1.0,61.0,11.5,1.0,0.0
project0820.csv,6.0,2.0,2.0,0.0,1.0,1.0,6.5,1.0,28.0,54.0,13.0,1.0
project0821.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0
project0822.csv,41.0,12.0,6.0,5.0,0.0,0.0,33.0,4.0,56.0,74.0,10.0,0.0
project0823.csv,51.5,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,1.0,1.0
project0824.csv,85.0,10.0,9.0,0.0,4.0,1.0,52.0,0.0,71.0,6.0,3.0,0.0
