,monthly_commits,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
project0321.csv,44.0,8.0,41.0,2.0,35.0,2.0,172.0,9.0,262.0,18.0,7.0,0.0
project0322.csv,18.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,11.0,4.0,1.0
project0323.csv,42.5,5.0,4.5,1.0,3.0,1.0,7.5,0.0,40.0,14.0,6.0,0.0
project0324.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.5,8.5,0.0
project0325.csv,26.0,2.0,4.0,0.0,4.0,1.0,6.0,0.0,19.0,32.0,3.0,0.0
project0326.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.5,0.0
project0327.csv,10.0,4.0,7.5,0.5,6.0,2.0,32.0,0.0,34.5,22.0,3.0,0.0
project0328.csv,64.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,64.0,299.0,43.0,2.0
project0329.csv,46.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,182.0,39.0,9.0,0.0
project0330.csv,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,30.0,61.0,8.0,0.0
project0331.csv,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,52.0,10.0,0.0
project0332.csv,4.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,15.5,95.0,7.0,0.0
project0333.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,48.5,2.0,0.0
project0334.csv,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,48.5,5.0,2.0
project0335.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0
project0336.csv,41.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,9.0,2.0,0.0
project0337.csv,21.0,5.0,4.5,0.5,4.0,1.0,6.0,2.0,38.0,297.0,75.5,0.0
project0338.csv,19.0,4.0,6.0,0.0,5.0,2.0,16.0,0.0,15.0,33.0,4.0,0.0
project0339.csv,27.0,2.0,4.0,0.0,3.0,1.0,14.0,1.0,28.5,20.0,2.5,0.0
project0340.csv,40.0,5.0,4.0,0.0,2.0,1.0,6.0,0.0,18.0,37.0,21.0,1.0
project0341.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,13.0,0.0
project0342.csv,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0
project0343.csv,17.0,2.0,5.0,0.0,4.0,2.0,6.0,1.0,13.0,27.0,2.0,0.0
project0344.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,20.0,3.0,0.0
project0345.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,1.0
project0346.csv,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,14.0,0.0
project0347.csv,5.0,2.0,3.0,0.0,2.0,1.0,4.0,0.0,19.0,55.0,11.0,0.0
project0348.csv,41.0,4.0,7.0,1.0,6.0,2.0,6.0,0.0,7.0,7.0,2.0,0.0
project0349.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0
project0350.csv,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,1.0,0.0
project0351.csv,22.0,4.0,6.0,1.0,4.0,1.0,15.5,0.0,23.0,8.0,2.0,0.0
project0352.csv,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,8.0,1.0,0.0
project0353.csv,159.0,10.0,54.0,5.0,49.0,3.0,371.0,9.0,342.0,22.0,5.0,0.0
project0354.csv,14.5,4.0,0.5,0.0,0.0,0.0,0.0,0.0,32.5,26.0,4.0,0.0
project0355.csv,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,3.0,0.0
project0356.csv,29.0,5.0,3.0,0.0,3.0,1.0,6.0,2.0,14.0,38.0,9.0,0.0
project0357.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,56.0,13.0,0.0
project0358.csv,5.0,3.0,4.0,1.0,4.0,2.0,23.0,3.0,34.0,49.0,9.0,0.0
project0359.csv,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,28.0,3.0,0.0
project0360.csv,48.5,7.5,16.5,7.0,11.0,1.0,71.5,0.0,112.0,34.0,9.0,0.0
project0361.csv,14.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,44.0,8.0,1.0,0.0
project0362.csv,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,54.5,14.0,1.0
project0363.csv,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,6.0,0.0
project0364.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,8.0,0.0
project0365.csv,11.0,4.5,8.5,2.0,4.5,1.0,45.0,0.0,72.0,267.0,24.5,1.5
project0366.csv,21.0,4.0,17.0,1.0,15.0,2.0,28.0,0.0,53.0,8.0,2.0,0.0
project0367.csv,19.0,5.0,10.0,1.0,8.0,2.0,52.0,1.0,40.0,22.0,5.0,0.0
project0368.csv,21.5,2.0,5.5,0.0,5.5,1.0,8.5,1.0,25.5,19.5,3.0,0.0
project0369.csv,16.0,5.0,12.5,1.0,13.0,1.0,37.0,6.0,72.0,98.0,19.5,2.0
project0370.csv,4.0,2.0,4.0,0.0,1.0,1.0,16.5,1.5,67.0,23.0,10.5,0.0
project0371.csv,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
project0372.csv,227.0,9.0,20.0,1.0,18.5,4.0,82.0,0.0,60.0,30.0,5.0,0.0
project0373.csv,32.0,9.0,19.0,2.0,13.0,3.0,143.0,11.0,180.0,59.0,34.0,5.0
project0374.csv,42.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,3.0,0.0
project0375.csv,3.5,2.0,0.5,0.0,0.0,0.0,0.0,1.0,18.0,106.0,46.5,2.0
project0376.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,2.0,0.0
project0377.csv,44.5,9.0,19.0,2.0,18.5,3.0,76.5,1.0,119.5,20.0,5.0,0.0
project0378.csv,50.5,4.5,24.0,2.0,20.0,1.0,14.0,1.0,20.5,31.5,6.0,0.0
project0379.csv,39.0,6.0,9.0,3.0,5.0,1.0,51.5,2.0,287.5,168.0,18.5,1.0
project0380.csv,31.0,3.0,10.0,1.0,9.0,2.0,26.0,1.0,87.0,81.0,5.0,0.0
project0381.csv,16.5,5.0,10.5,1.0,8.5,2.0,2.0,3.5,16.0,51.0,9.0,0.0
project0382.csv,360.5,8.0,3.5,2.0,0.0,0.0,13.5,9.5,476.0,60.5,15.0,1.0
project0383.csv,230.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,4.0,0.0
project0384.csv,31.0,15.0,29.0,1.0,28.0,5.0,99.0,0.0,72.0,41.0,12.0,0.0
project0385.csv,24.0,5.0,0.0,0.0,0.0,0.0,0.5,1.0,15.5,19.5,5.0,0.0
project0386.csv,5.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,42.0,2.0,0.0
project0387.csv,18.0,3.0,3.0,0.0,2.0,1.0,8.5,0.0,22.0,25.5,3.0,0.0
project0388.csv,51.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,5.5,0.0
project0389.csv,23.0,4.0,8.0,1.0,6.0,1.0,26.0,0.5,25.5,6.5,3.0,0.0
project0390.csv,21.0,5.0,13.0,2.0,9.0,1.0,50.0,0.0,63.0,8.0,5.0,0.0
project0391.csv,88.0,5.0,12.0,0.0,13.0,3.0,13.0,0.0,9.5,5.0,1.0,0.0
project0392.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0
project0393.csv,8.0,2.0,3.0,0.0,1.0,1.0,7.0,1.0,9.0,69.0,7.0,0.0
project0394.csv,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,2.0,0.0
project0395.csv,10.0,2.0,3.0,0.0,2.5,1.0,8.0,1.0,10.0,24.5,2.0,0.0
project0396.csv,153.0,7.0,75.0,3.0,69.0,6.0,12.0,1.0,13.0,7.0,3.0,0.0
project0397.csv,57.5,8.5,28.0,6.0,17.0,1.0,277.0,7.0,409.5,31.5,8.0,1.0
project0398.csv,147.0,10.0,12.0,2.0,12.0,2.0,22.0,4.0,87.0,29.0,15.0,0.0
project0399.csv,49.0,6.0,12.0,1.0,10.0,1.0,27.0,0.0,51.0,33.0,6.0,0.0
project0400.csv,27.0,9.0,11.0,2.0,10.0,1.0,84.0,3.0,210.0,337.0,40.0,1.0
project0401.csv,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,7.0,0.0
project0402.csv,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,7.0,1.0,0.0
project0403.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0
project0404.csv,157.5,8.0,0.5,0.0,0.0,0.0,0.0,0.0,9.0,10.0,3.0,0.0
project0405.csv,9.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,24.5,48.5,3.0,0.0
project0406.csv,54.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,330.5,151.0,5.0
project0407.csv,10.0,4.0,5.0,0.0,3.0,1.0,16.0,3.0,36.0,20.0,8.0,0.0
project0408.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,6.0,0.0
project0409.csv,55.0,3.0,3.0,0.0,3.0,1.0,6.0,4.0,58.0,42.0,3.0,0.0
project0410.csv,41.0,4.0,24.0,3.0,22.0,2.0,39.0,2.0,156.0,284.0,23.0,2.0
project0411.csv,8.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,88.0,35.0,8.0,0.0
project0412.csv,32.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,23.5,5.0,0.0
project0413.csv,3.0,2.0,1.0,0.0,0.5,0.5,2.0,1.5,22.0,40.0,8.0,0.0
project0414.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,9.0,0.0
project0415.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0
project0416.csv,13.0,3.0,2.0,0.0,2.0,1.0,8.0,0.0,26.0,9.0,1.0,0.0
project0417.csv,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,1.0
project0418.csv,6.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.5,0.0
project0419.csv,132.0,16.0,5.0,5.0,0.0,0.0,33.0,5.0,592.0,215.0,19.0,1.0
project0420.csv,136.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,4.0,2.0,0.0
project0421.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,0.0
project0422.csv,22.0,2.0,4.0,0.0,4.0,1.0,2.0,0.0,28.0,76.0,8.0,0.0
project0423.csv,38.0,9.0,17.0,3.5,14.0,1.0,98.0,1.0,128.0,347.5,34.0,1.0
project0424.csv,58.5,5.0,11.5,1.0,10.0,1.0,66.5,0.0,125.0,30.0,3.5,0.0
project0425.csv,9.0,2.0,1.0,0.0,0.5,0.5,0.5,0.0,10.0,22.5,3.0,0.0
project0426.csv,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,10.0,0.0
project0427.csv,5.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,25.0,127.0,29.0,1.0
project0428.csv,18.0,2.0,3.0,0.0,2.0,1.0,8.0,0.0,7.0,7.0,2.0,0.0
project0429.csv,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,4.0,0.0
project0430.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,175.0,50.0,2.0
project0431.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,76.5,17.5,0.0
project0432.csv,21.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,1.0,0.0
project0433.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0
project0434.csv,38.0,4.0,7.0,0.0,7.0,1.0,17.0,0.0,27.5,23.5,3.5,0.0
project0435.csv,26.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,74.0,17.0,5.0,0.0
project0436.csv,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,81.0,165.0,34.0,1.0
project0437.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,3.0,1.0
project0438.csv,21.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,11.0,2.0,0.0
project0439.csv,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,15.0,0.0
project0440.csv,16.5,3.0,4.0,0.0,3.5,1.0,6.0,0.0,37.5,19.0,6.5,0.0
project0441.csv,98.0,11.0,18.0,1.0,17.0,4.0,63.0,3.0,230.0,42.0,6.0,0.0
project0442.csv,11.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,25.0,5.0,0.0
project0443.csv,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,19.0,43.0,9.0,0.0
project0444.csv,22.0,5.0,17.0,2.0,16.0,1.0,77.0,4.0,67.0,86.0,10.0,0.0
project0445.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,22.5,3.0,0.0
project0446.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
project0447.csv,3.0,2.0,2.0,0.0,1.0,1.0,5.0,2.0,8.0,33.0,5.0,0.0
project0448.csv,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,25.5,4.5,0.0
project0449.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0
project0450.csv,94.5,11.0,30.0,8.0,11.0,2.0,176.5,8.5,271.0,38.5,4.0,0.0
project0451.csv,22.0,5.0,6.5,1.0,4.0,1.0,10.0,3.0,81.0,157.5,17.5,0.0
project0452.csv,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,68.0,11.0,0.0
project0453.csv,9.5,3.0,2.0,0.0,2.0,1.0,2.0,3.0,16.5,25.5,2.0,0.0
project0454.csv,38.5,2.0,6.0,0.0,5.0,1.0,7.0,1.0,24.0,4.0,0.0,0.0
project0455.csv,0.5,1.0,2.5,0.0,0.0,0.0,2.0,5.5,20.0,104.0,27.0,2.0
project0456.csv,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,23.0,1.0,0.0
project0457.csv,5.0,2.0,2.0,0.0,1.5,1.0,0.0,2.0,9.0,29.5,4.5,0.0
project0458.csv,14.5,3.0,5.5,0.0,4.0,1.0,13.5,2.0,38.0,29.0,3.0,0.0
project0459.csv,44.0,26.0,48.0,5.0,41.0,3.0,153.0,5.0,117.0,69.0,24.0,0.0
project0460.csv,108.0,13.0,33.0,5.0,27.0,2.0,45.0,4.0,60.0,66.0,22.0,1.0
project0461.csv,39.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,34.0,16.0,2.0,0.0
project0462.csv,78.0,4.0,9.5,1.0,8.0,1.0,37.0,2.0,112.5,27.0,6.0,0.0
project0463.csv,13.0,2.0,2.0,0.0,2.0,1.0,9.0,1.0,38.0,30.0,8.0,0.0
project0464.csv,91.0,9.5,33.0,2.0,28.0,4.0,104.5,5.0,141.5,68.0,10.5,0.0
project0465.csv,46.0,5.0,46.0,2.0,35.0,3.0,39.0,14.0,216.0,35.0,13.0,1.0
project0466.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,13.0,0.0
project0467.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,16.0,1.0
project0468.csv,9.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,12.0,23.0,8.0,0.0
project0469.csv,3.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,28.5,8.0,0.0
project0470.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,46.5,3.5,0.0
project0471.csv,23.0,3.0,11.0,1.5,5.0,1.0,40.0,11.0,86.0,156.5,29.0,1.5
project0472.csv,5.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,19.0,34.0,15.0,0.0
project0473.csv,40.0,3.0,11.0,0.0,10.0,2.0,2.0,3.0,12.0,18.0,7.0,0.0
project0474.csv,7.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0,199.0,43.5,1.0
project0475.csv,69.0,2.0,2.0,2.0,1.0,1.0,8.5,0.0,45.0,40.5,17.5,1.0
project0476.csv,168.5,11.0,29.0,3.0,23.5,4.5,231.0,2.0,199.5,6.0,2.0,0.0
project0477.csv,308.0,23.0,96.0,11.0,83.0,10.0,1134.0,9.0,782.0,30.0,13.0,1.0
project0478.csv,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.5,0.0
project0479.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,0.0
project0480.csv,48.0,6.5,10.5,2.0,8.5,1.0,22.0,0.0,113.0,42.0,4.5,0.0
project0481.csv,47.0,9.0,20.0,3.0,16.0,1.0,115.0,1.0,115.0,52.0,8.0,0.0
project0482.csv,57.0,4.0,12.0,2.0,10.0,2.0,48.0,0.0,84.0,11.0,2.0,0.0
project0483.csv,62.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,21.0,3.0,0.0
project0484.csv,74.0,5.0,9.0,0.0,9.0,2.0,6.0,0.0,85.0,158.0,20.0,0.0
project0485.csv,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,1.0
project0486.csv,80.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,8.0,2.0,0.0
project0487.csv,6.5,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,14.5,4.0,0.0
project0488.csv,5.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,14.0,88.0,7.0,0.0
project0489.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,12.0,2.0,0.0
project0490.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0
project0491.csv,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,31.5,2.0,0.0
project0492.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0
project0493.csv,6.0,2.0,2.0,0.0,1.0,1.0,4.0,0.0,5.0,58.0,10.0,3.0
project0494.csv,27.0,4.0,10.5,1.0,11.0,1.0,20.5,0.0,26.5,18.0,1.0,0.0
project0495.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,2.0,0.0
project0496.csv,197.0,5.0,18.0,3.0,14.0,3.0,65.0,7.0,94.0,10.0,5.0,0.0
project0497.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0
project0498.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,38.5,3.0,0.0
project0499.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,50.5,6.0,0.0
project0500.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,27.5,2.0,0.0
project0501.csv,22.0,2.0,6.0,1.0,2.0,1.0,10.0,0.0,8.0,17.0,3.0,0.0
project0502.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,20.0,1.0
project0503.csv,39.0,6.0,12.0,1.0,7.0,3.0,29.0,1.0,21.0,10.0,2.0,0.0
project0504.csv,87.5,8.5,13.0,3.0,8.0,1.0,33.0,7.5,226.5,19.0,9.5,1.0
project0505.csv,51.0,8.0,18.0,2.0,15.0,1.0,53.0,4.0,87.0,23.0,6.0,0.0
project0506.csv,51.0,3.0,8.0,0.0,8.0,1.0,33.0,1.0,28.0,25.0,1.0,0.0
project0507.csv,14.5,1.0,3.0,0.0,2.5,1.0,0.0,0.0,4.0,51.0,3.0,0.0
project0508.csv,2.0,2.0,3.0,1.0,2.0,1.0,23.5,1.0,21.0,59.5,7.0,0.0
project0509.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.5,4.0,0.0
project0510.csv,18.0,3.0,7.0,1.0,5.0,2.0,16.0,3.0,40.0,43.0,6.0,0.0
project0511.csv,15.0,2.0,3.0,1.0,2.5,1.0,8.0,0.0,20.0,116.0,12.5,2.0
project0512.csv,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,0.0
project0513.csv,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23.5,3.0,0.0
project0514.csv,18.5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,39.0,18.0,2.0,0.0
project0515.csv,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,61.0,19.0,1.0
project0516.csv,188.0,9.5,0.0,0.0,0.0,0.0,0.0,5.0,109.0,26.0,3.0,1.0
project0517.csv,19.0,2.0,9.5,0.0,9.0,1.0,10.0,0.0,13.5,17.0,1.0,0.0
project0518.csv,17.0,3.0,5.0,0.0,4.0,1.0,14.0,0.0,56.0,13.0,6.0,0.0
project0519.csv,29.0,6.0,33.0,3.0,28.0,2.0,97.0,0.0,95.0,13.0,5.0,0.0
project0520.csv,10.0,4.0,5.0,1.0,3.0,1.0,20.0,2.0,166.0,123.0,13.0,1.0
project0521.csv,32.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,5.0,27.0,11.0,1.0
project0522.csv,26.5,7.0,17.5,5.5,7.0,1.0,78.0,0.0,41.5,254.5,101.5,4.0
project0523.csv,30.0,7.0,21.0,2.0,18.0,2.0,234.0,1.0,163.0,7.0,6.0,0.0
project0524.csv,37.0,5.0,18.0,3.0,15.0,1.0,100.0,0.0,113.0,114.0,10.0,0.0
project0525.csv,5.5,2.0,3.0,0.0,3.0,1.0,15.0,1.0,16.0,59.0,6.0,0.0
project0526.csv,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0
project0527.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,72.5,15.0,1.0
project0528.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,45.5,3.0,0.0
project0529.csv,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,19.0,2.0,0.0
project0530.csv,26.0,4.0,7.0,1.0,4.0,2.0,44.0,1.0,70.0,23.0,6.0,0.0
project0531.csv,7.5,2.0,3.0,0.0,1.0,1.0,15.5,2.0,31.0,17.0,3.0,0.0
project0532.csv,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,84.0,7.0,1.0
project0533.csv,561.0,36.0,10.5,3.5,5.0,1.0,95.0,5.0,193.5,159.0,14.0,1.0
project0534.csv,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,7.0,0.0
project0535.csv,12.5,3.0,4.5,0.5,4.0,1.0,4.0,0.0,4.0,33.5,21.5,0.0
project0536.csv,8.5,1.0,1.0,0.0,0.0,0.0,0.5,2.0,32.5,21.0,5.0,0.5
project0537.csv,69.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,12.0,5.5,0.0
project0538.csv,52.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,161.0,182.0,40.0,1.0
project0539.csv,22.0,5.0,7.0,1.0,6.0,2.0,38.0,2.0,57.0,198.0,17.0,1.0
project0540.csv,109.0,9.0,69.0,3.0,58.0,1.0,55.0,0.0,111.0,99.0,8.0,0.0
project0541.csv,24.5,5.0,13.0,2.5,11.0,2.0,43.5,0.0,56.0,74.5,14.0,1.0
project0542.csv,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,81.0,6.0,0.0
project0543.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,12.5,0.0
project0544.csv,104.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,62.0,39.0,4.0,0.0
project0545.csv,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,5.0,0.0
project0546.csv,8.5,1.0,1.0,0.0,1.0,1.0,2.0,1.0,7.5,6.0,1.0,0.0
project0547.csv,33.0,10.0,32.0,5.0,27.0,4.0,119.0,1.0,168.0,58.0,14.0,4.0
project0548.csv,2.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,2.0,76.0,28.0,2.0
project0549.csv,55.0,8.0,18.5,2.0,15.5,2.0,69.0,0.0,148.0,107.0,10.5,0.0
project0550.csv,63.0,8.0,17.0,12.0,4.0,1.0,68.0,0.0,37.0,55.0,22.0,1.0
project0551.csv,16.5,3.0,3.0,0.0,3.0,1.0,13.5,0.0,42.5,20.0,5.0,0.0
project0552.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.5,4.0,1.0
project0553.csv,75.0,5.0,14.0,1.0,12.0,2.0,52.0,3.0,97.0,34.0,11.0,0.0
project0554.csv,26.0,4.0,5.0,1.0,5.0,2.0,15.0,0.0,16.0,13.0,4.0,0.0
project0555.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,23.5,2.0
project0556.csv,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.5,2.0,0.0
project0557.csv,274.0,13.5,0.5,0.0,0.0,0.0,0.0,0.0,7.0,9.5,1.0,0.0
project0558.csv,20.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,25.0,27.0,5.0,0.0
project0559.csv,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
project0560.csv,58.5,6.0,8.5,2.0,5.5,2.0,70.0,3.0,261.0,91.5,11.0,1.0
project0561.csv,92.0,6.0,14.0,1.0,12.0,1.0,26.0,1.0,110.0,124.0,23.0,2.0
project0562.csv,10.0,2.0,3.0,0.0,2.0,1.0,6.0,1.0,11.0,17.0,2.0,0.0
project0563.csv,20.5,3.5,2.5,0.0,2.0,1.0,5.0,0.0,17.0,8.0,1.0,0.0
project0564.csv,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,2.0,0.0
project0565.csv,46.0,6.0,14.0,0.0,13.0,2.0,40.0,4.0,100.0,49.0,4.0,0.0
project0566.csv,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,36.5,12.5,1.0
project0567.csv,38.0,6.0,25.0,1.0,26.0,5.0,76.0,0.0,57.0,5.0,2.0,0.0
project0568.csv,7.0,2.0,1.0,0.0,1.0,1.0,2.0,2.5,16.5,24.5,5.0,0.0
project0569.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,3.0,0.0
project0570.csv,33.0,3.0,12.0,1.0,11.0,2.0,78.0,0.0,71.0,17.0,5.0,0.0
project0571.csv,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,11.0,61.0,4.0,0.0
project0572.csv,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,15.0,1.0,0.0
